Reflectivity signal measured in H2O ice compressed at 84 GPa
Measurement conducted by Sergey Nikitin in May 2014
Time (ns)	Amplitude (V)
5.117465e-01 	 6.551200e-05
5.127887e-01 	 6.553200e-05
5.138310e-01 	 6.545300e-05
5.148732e-01 	 6.543500e-05
5.159155e-01 	 6.535500e-05
5.169577e-01 	 6.532300e-05
5.180000e-01 	 6.527400e-05
5.190422e-01 	 6.520100e-05
5.200845e-01 	 6.518900e-05
5.211268e-01 	 6.522000e-05
5.221690e-01 	 6.528500e-05
5.232113e-01 	 6.533000e-05
5.242535e-01 	 6.539600e-05
5.252958e-01 	 6.548900e-05
5.263380e-01 	 6.561100e-05
5.273803e-01 	 6.566300e-05
5.284225e-01 	 6.564500e-05
5.294648e-01 	 6.563700e-05
5.305070e-01 	 6.564800e-05
5.315493e-01 	 6.558300e-05
5.325915e-01 	 6.548200e-05
5.336338e-01 	 6.541400e-05
5.346761e-01 	 6.537800e-05
5.357183e-01 	 6.530700e-05
5.367606e-01 	 6.533700e-05
5.378028e-01 	 6.529700e-05
5.388451e-01 	 6.532300e-05
5.398873e-01 	 6.537000e-05
5.409296e-01 	 6.542700e-05
5.419718e-01 	 6.550500e-05
5.430141e-01 	 6.555600e-05
5.440563e-01 	 6.560400e-05
5.450986e-01 	 6.569900e-05
5.461408e-01 	 6.573000e-05
5.471831e-01 	 6.570800e-05
5.482253e-01 	 6.571200e-05
5.492676e-01 	 6.570500e-05
5.503099e-01 	 6.566000e-05
5.513521e-01 	 6.557800e-05
5.523944e-01 	 6.550700e-05
5.534366e-01 	 6.543400e-05
5.544789e-01 	 6.548000e-05
5.555211e-01 	 6.547000e-05
5.565634e-01 	 6.553200e-05
5.576056e-01 	 6.558500e-05
5.586479e-01 	 6.563800e-05
5.596901e-01 	 6.571900e-05
5.607324e-01 	 6.579000e-05
5.617746e-01 	 6.583800e-05
5.628169e-01 	 6.585800e-05
5.638591e-01 	 6.592100e-05
5.649014e-01 	 6.588500e-05
5.659437e-01 	 6.586700e-05
5.669859e-01 	 6.579100e-05
5.680282e-01 	 6.573500e-05
5.690704e-01 	 6.568400e-05
5.701127e-01 	 6.559900e-05
5.711549e-01 	 6.556700e-05
5.721972e-01 	 6.551300e-05
5.732394e-01 	 6.558300e-05
5.742817e-01 	 6.564800e-05
5.753239e-01 	 6.573100e-05
5.763662e-01 	 6.577700e-05
5.774084e-01 	 6.586700e-05
5.784507e-01 	 6.595900e-05
5.794930e-01 	 6.599900e-05
5.805352e-01 	 6.605400e-05
5.815775e-01 	 6.598300e-05
5.826197e-01 	 6.599700e-05
5.836620e-01 	 6.593200e-05
5.847042e-01 	 6.586700e-05
5.857465e-01 	 6.582400e-05
5.867887e-01 	 6.578300e-05
5.878310e-01 	 6.573300e-05
5.888732e-01 	 6.570700e-05
5.899155e-01 	 6.573100e-05
5.909577e-01 	 6.580400e-05
5.920000e-01 	 6.580800e-05
5.930422e-01 	 6.590000e-05
5.940845e-01 	 6.596100e-05
5.951268e-01 	 6.601600e-05
5.961690e-01 	 6.605800e-05
5.972113e-01 	 6.604600e-05
5.982535e-01 	 6.607400e-05
5.992958e-01 	 6.602900e-05
6.003380e-01 	 6.594500e-05
6.013803e-01 	 6.587200e-05
6.024225e-01 	 6.579700e-05
6.034648e-01 	 6.569100e-05
6.045070e-01 	 6.568500e-05
6.055493e-01 	 6.566800e-05
6.065915e-01 	 6.568100e-05
6.076338e-01 	 6.579300e-05
6.086761e-01 	 6.585200e-05
6.097183e-01 	 6.595400e-05
6.107606e-01 	 6.602100e-05
6.118028e-01 	 6.606200e-05
6.128451e-01 	 6.607000e-05
6.138873e-01 	 6.603800e-05
6.149296e-01 	 6.599400e-05
6.159718e-01 	 6.595000e-05
6.170141e-01 	 6.589800e-05
6.180563e-01 	 6.582900e-05
6.190986e-01 	 6.576200e-05
6.201408e-01 	 6.574500e-05
6.211831e-01 	 6.567800e-05
6.222253e-01 	 6.566700e-05
6.232676e-01 	 6.571600e-05
6.243099e-01 	 6.582000e-05
6.253521e-01 	 6.585100e-05
6.263944e-01 	 6.590200e-05
6.274366e-01 	 6.593700e-05
6.284789e-01 	 6.603200e-05
6.295211e-01 	 6.608100e-05
6.305634e-01 	 6.603500e-05
6.316056e-01 	 6.605800e-05
6.326479e-01 	 6.603600e-05
6.336901e-01 	 6.597300e-05
6.347324e-01 	 6.587400e-05
6.357746e-01 	 6.578600e-05
6.368169e-01 	 6.573600e-05
6.378591e-01 	 6.575000e-05
6.389014e-01 	 6.570000e-05
6.399437e-01 	 6.575500e-05
6.409859e-01 	 6.584400e-05
6.420282e-01 	 6.589200e-05
6.430704e-01 	 6.600200e-05
6.441127e-01 	 6.605200e-05
6.451549e-01 	 6.612800e-05
6.461972e-01 	 6.616000e-05
6.472394e-01 	 6.612700e-05
6.482817e-01 	 6.610400e-05
6.493239e-01 	 6.607800e-05
6.503662e-01 	 6.601900e-05
6.514084e-01 	 6.594600e-05
6.524507e-01 	 6.582400e-05
6.534930e-01 	 6.580100e-05
6.545352e-01 	 6.576000e-05
6.555775e-01 	 6.575100e-05
6.566197e-01 	 6.579100e-05
6.576620e-01 	 6.583300e-05
6.587042e-01 	 6.590900e-05
6.597465e-01 	 6.599300e-05
6.607887e-01 	 6.605200e-05
6.618310e-01 	 6.610300e-05
6.628732e-01 	 6.615000e-05
6.639155e-01 	 6.618800e-05
6.649577e-01 	 6.614500e-05
6.660000e-01 	 6.608600e-05
6.670422e-01 	 6.603600e-05
6.680845e-01 	 6.597400e-05
6.691268e-01 	 6.585000e-05
6.701690e-01 	 6.582100e-05
6.712113e-01 	 6.575000e-05
6.722535e-01 	 6.569800e-05
6.732958e-01 	 6.568200e-05
6.743380e-01 	 6.573000e-05
6.753803e-01 	 6.580800e-05
6.764225e-01 	 6.588500e-05
6.774648e-01 	 6.600400e-05
6.785070e-01 	 6.610400e-05
6.795493e-01 	 6.616000e-05
6.805915e-01 	 6.620900e-05
6.816338e-01 	 6.621100e-05
6.826761e-01 	 6.611200e-05
6.837183e-01 	 6.609300e-05
6.847606e-01 	 6.604900e-05
6.858028e-01 	 6.594000e-05
6.868451e-01 	 6.584000e-05
6.878873e-01 	 6.570900e-05
6.889296e-01 	 6.566600e-05
6.899718e-01 	 6.571300e-05
6.910141e-01 	 6.572400e-05
6.920563e-01 	 6.578900e-05
6.930986e-01 	 6.583800e-05
6.941408e-01 	 6.589900e-05
6.951831e-01 	 6.600400e-05
6.962253e-01 	 6.610100e-05
6.972676e-01 	 6.616800e-05
6.983099e-01 	 6.614100e-05
6.993521e-01 	 6.609100e-05
7.003944e-01 	 6.602300e-05
7.014366e-01 	 6.588300e-05
7.024789e-01 	 6.580300e-05
7.035211e-01 	 6.562100e-05
7.045634e-01 	 6.549300e-05
7.056056e-01 	 6.544100e-05
7.066479e-01 	 6.550700e-05
7.076901e-01 	 6.558100e-05
7.087324e-01 	 6.572800e-05
7.097746e-01 	 6.593000e-05
7.108169e-01 	 6.609800e-05
7.118591e-01 	 6.629600e-05
7.129014e-01 	 6.637600e-05
7.139437e-01 	 6.635000e-05
7.149859e-01 	 6.629400e-05
7.160282e-01 	 6.617900e-05
7.170704e-01 	 6.600300e-05
7.181127e-01 	 6.584700e-05
7.191549e-01 	 6.567500e-05
7.201972e-01 	 6.556200e-05
7.212394e-01 	 6.553000e-05
7.222817e-01 	 6.550900e-05
7.233239e-01 	 6.566400e-05
7.243662e-01 	 6.588100e-05
7.254084e-01 	 6.613400e-05
7.264507e-01 	 6.630300e-05
7.274930e-01 	 6.644100e-05
7.285352e-01 	 6.647800e-05
7.295775e-01 	 6.642800e-05
7.306197e-01 	 6.628600e-05
7.316620e-01 	 6.603800e-05
7.327042e-01 	 6.578700e-05
7.337465e-01 	 6.562700e-05
7.347887e-01 	 6.549300e-05
7.358310e-01 	 6.545700e-05
7.368732e-01 	 6.548700e-05
7.379155e-01 	 6.564500e-05
7.389577e-01 	 6.588000e-05
7.400000e-01 	 6.612100e-05
7.410422e-01 	 6.625600e-05
7.420845e-01 	 6.642300e-05
7.431268e-01 	 6.640800e-05
7.441690e-01 	 6.633900e-05
7.452113e-01 	 6.616800e-05
7.462535e-01 	 6.588800e-05
7.472958e-01 	 6.562400e-05
7.483380e-01 	 6.542900e-05
7.493803e-01 	 6.530800e-05
7.504225e-01 	 6.524200e-05
7.514648e-01 	 6.531500e-05
7.525070e-01 	 6.553100e-05
7.535493e-01 	 6.580900e-05
7.545915e-01 	 6.607400e-05
7.556338e-01 	 6.633700e-05
7.566761e-01 	 6.649800e-05
7.577183e-01 	 6.650400e-05
7.587606e-01 	 6.643500e-05
7.598028e-01 	 6.622100e-05
7.608451e-01 	 6.594400e-05
7.618873e-01 	 6.559600e-05
7.629296e-01 	 6.536300e-05
7.639718e-01 	 6.519200e-05
7.650141e-01 	 6.513900e-05
7.660563e-01 	 6.524300e-05
7.670986e-01 	 6.547600e-05
7.681408e-01 	 6.574800e-05
7.691831e-01 	 6.601600e-05
7.702253e-01 	 6.626800e-05
7.712676e-01 	 6.642200e-05
7.723099e-01 	 6.643400e-05
7.733521e-01 	 6.631700e-05
7.743944e-01 	 6.605500e-05
7.754366e-01 	 6.580200e-05
7.764789e-01 	 6.547800e-05
7.775211e-01 	 6.523400e-05
7.785634e-01 	 6.510200e-05
7.796056e-01 	 6.507200e-05
7.806479e-01 	 6.521400e-05
7.816901e-01 	 6.548300e-05
7.827324e-01 	 6.573900e-05
7.837746e-01 	 6.605200e-05
7.848169e-01 	 6.632200e-05
7.858591e-01 	 6.647200e-05
7.869014e-01 	 6.647300e-05
7.879437e-01 	 6.638600e-05
7.889859e-01 	 6.608400e-05
7.900282e-01 	 6.574900e-05
7.910704e-01 	 6.545900e-05
7.921127e-01 	 6.516500e-05
7.931549e-01 	 6.502600e-05
7.941972e-01 	 6.498600e-05
7.952394e-01 	 6.512400e-05
7.962817e-01 	 6.532700e-05
7.973239e-01 	 6.559400e-05
7.983662e-01 	 6.593900e-05
7.994084e-01 	 6.616900e-05
8.004507e-01 	 6.634400e-05
8.014930e-01 	 6.634200e-05
8.025352e-01 	 6.628400e-05
8.035775e-01 	 6.608000e-05
8.046197e-01 	 6.569100e-05
8.056620e-01 	 6.538100e-05
8.067042e-01 	 6.513300e-05
8.077465e-01 	 6.491800e-05
8.087887e-01 	 6.490300e-05
8.098310e-01 	 6.503000e-05
8.108732e-01 	 6.528000e-05
8.119155e-01 	 6.564600e-05
8.129577e-01 	 6.597900e-05
8.140000e-01 	 6.625800e-05
8.150422e-01 	 6.643900e-05
8.160845e-01 	 6.655000e-05
8.171268e-01 	 6.643900e-05
8.181690e-01 	 6.621300e-05
8.192113e-01 	 6.584000e-05
8.202535e-01 	 6.544300e-05
8.212958e-01 	 6.513700e-05
8.223380e-01 	 6.498400e-05
8.233803e-01 	 6.490700e-05
8.244225e-01 	 6.504300e-05
8.254648e-01 	 6.528700e-05
8.265070e-01 	 6.559300e-05
8.275493e-01 	 6.595700e-05
8.285915e-01 	 6.623200e-05
8.296338e-01 	 6.637600e-05
8.306761e-01 	 6.645500e-05
8.317183e-01 	 6.636600e-05
8.327606e-01 	 6.610000e-05
8.338028e-01 	 6.572600e-05
8.348451e-01 	 6.537900e-05
8.358873e-01 	 6.509400e-05
8.369296e-01 	 6.485200e-05
8.379718e-01 	 6.484700e-05
8.390141e-01 	 6.498600e-05
8.400563e-01 	 6.522100e-05
8.410986e-01 	 6.551900e-05
8.421408e-01 	 6.584600e-05
8.431831e-01 	 6.615500e-05
8.442253e-01 	 6.640900e-05
8.452676e-01 	 6.643500e-05
8.463099e-01 	 6.639000e-05
8.473521e-01 	 6.616400e-05
8.483944e-01 	 6.585300e-05
8.494366e-01 	 6.549700e-05
8.504789e-01 	 6.518800e-05
8.515211e-01 	 6.497000e-05
8.525634e-01 	 6.489200e-05
8.536056e-01 	 6.496400e-05
8.546479e-01 	 6.521500e-05
8.556901e-01 	 6.548900e-05
8.567324e-01 	 6.580900e-05
8.577746e-01 	 6.607900e-05
8.588169e-01 	 6.630500e-05
8.598591e-01 	 6.639200e-05
8.609014e-01 	 6.632400e-05
8.619437e-01 	 6.612300e-05
8.629859e-01 	 6.586000e-05
8.640282e-01 	 6.549100e-05
8.650704e-01 	 6.520500e-05
8.661127e-01 	 6.501800e-05
8.671549e-01 	 6.493600e-05
8.681972e-01 	 6.500900e-05
8.692394e-01 	 6.517900e-05
8.702817e-01 	 6.545600e-05
8.713239e-01 	 6.581200e-05
8.723662e-01 	 6.607400e-05
8.734084e-01 	 6.623000e-05
8.744507e-01 	 6.627400e-05
8.754930e-01 	 6.605300e-05
8.765352e-01 	 6.576500e-05
8.775775e-01 	 6.543800e-05
8.786197e-01 	 6.510100e-05
8.796620e-01 	 6.492500e-05
8.807042e-01 	 6.497300e-05
8.817465e-01 	 6.519500e-05
8.827887e-01 	 6.553600e-05
8.838310e-01 	 6.576100e-05
8.848732e-01 	 6.579600e-05
8.859155e-01 	 6.568400e-05
8.869577e-01 	 6.550000e-05
8.880000e-01 	 6.523200e-05
8.890422e-01 	 6.515200e-05
8.900845e-01 	 6.520100e-05
8.911268e-01 	 6.538800e-05
8.921690e-01 	 6.564700e-05
8.932113e-01 	 6.585900e-05
8.942535e-01 	 6.585000e-05
8.952958e-01 	 6.568100e-05
8.963380e-01 	 6.534400e-05
8.973803e-01 	 6.517400e-05
8.984225e-01 	 6.509100e-05
8.994648e-01 	 6.517900e-05
9.005070e-01 	 6.537700e-05
9.015493e-01 	 6.562700e-05
9.025915e-01 	 6.575700e-05
9.036338e-01 	 6.575800e-05
9.046761e-01 	 6.556000e-05
9.057183e-01 	 6.527800e-05
9.067606e-01 	 6.506700e-05
9.078028e-01 	 6.500200e-05
9.088451e-01 	 6.513100e-05
9.098873e-01 	 6.539300e-05
9.109296e-01 	 6.557700e-05
9.119718e-01 	 6.565400e-05
9.130141e-01 	 6.557400e-05
9.140563e-01 	 6.537600e-05
9.150986e-01 	 6.509000e-05
9.161408e-01 	 6.494100e-05
9.171831e-01 	 6.500400e-05
9.182253e-01 	 6.523100e-05
9.192676e-01 	 6.552900e-05
9.203099e-01 	 6.575600e-05
9.213521e-01 	 6.578900e-05
9.223944e-01 	 6.564900e-05
9.234366e-01 	 6.539600e-05
9.244789e-01 	 6.516300e-05
9.255211e-01 	 6.505500e-05
9.265634e-01 	 6.510800e-05
9.276056e-01 	 6.534800e-05
9.286479e-01 	 6.556300e-05
9.296901e-01 	 6.574200e-05
9.307324e-01 	 6.569000e-05
9.317746e-01 	 6.557900e-05
9.328169e-01 	 6.534500e-05
9.338591e-01 	 6.517400e-05
9.349014e-01 	 6.518200e-05
9.359437e-01 	 6.531700e-05
9.369859e-01 	 6.558200e-05
9.380282e-01 	 6.578200e-05
9.390704e-01 	 6.589200e-05
9.401127e-01 	 6.575000e-05
9.411549e-01 	 6.551000e-05
9.421972e-01 	 6.523200e-05
9.432394e-01 	 6.506100e-05
9.442817e-01 	 6.508700e-05
9.453239e-01 	 6.528000e-05
9.463662e-01 	 6.558000e-05
9.474084e-01 	 6.575000e-05
9.484507e-01 	 6.583700e-05
9.494930e-01 	 6.578400e-05
9.505352e-01 	 6.555000e-05
9.515775e-01 	 6.525800e-05
9.526197e-01 	 6.510700e-05
9.536620e-01 	 6.516100e-05
9.547042e-01 	 6.542200e-05
9.557465e-01 	 6.565500e-05
9.567887e-01 	 6.580700e-05
9.578310e-01 	 6.583300e-05
9.588732e-01 	 6.561000e-05
9.599155e-01 	 6.532800e-05
9.609577e-01 	 6.514500e-05
9.620000e-01 	 6.509100e-05
9.630422e-01 	 6.522800e-05
9.640845e-01 	 6.545000e-05
9.651268e-01 	 6.571900e-05
9.661690e-01 	 6.578600e-05
9.672113e-01 	 6.578000e-05
9.682535e-01 	 6.558200e-05
9.692958e-01 	 6.531700e-05
9.703380e-01 	 6.509500e-05
9.713803e-01 	 6.504600e-05
9.724225e-01 	 6.521100e-05
9.734648e-01 	 6.546900e-05
9.745070e-01 	 6.566900e-05
9.755493e-01 	 6.575600e-05
9.765915e-01 	 6.570200e-05
9.776338e-01 	 6.548500e-05
9.786761e-01 	 6.526500e-05
9.797183e-01 	 6.507800e-05
9.807606e-01 	 6.510700e-05
9.818028e-01 	 6.530300e-05
9.828451e-01 	 6.556400e-05
9.838873e-01 	 6.577300e-05
9.849296e-01 	 6.579100e-05
9.859718e-01 	 6.566100e-05
9.870141e-01 	 6.546400e-05
9.880563e-01 	 6.519500e-05
9.890986e-01 	 6.506100e-05
9.901408e-01 	 6.510000e-05
9.911831e-01 	 6.531000e-05
9.922253e-01 	 6.562100e-05
9.932676e-01 	 6.579700e-05
9.943099e-01 	 6.583700e-05
9.953521e-01 	 6.567500e-05
9.963944e-01 	 6.538600e-05
9.974366e-01 	 6.512700e-05
9.984789e-01 	 6.507900e-05
9.995211e-01 	 6.516000e-05
1.000563e+00 	 6.537000e-05
1.001606e+00 	 6.560900e-05
1.002648e+00 	 6.572900e-05
1.003690e+00 	 6.570400e-05
1.004732e+00 	 6.555600e-05
1.005775e+00 	 6.537700e-05
1.006817e+00 	 6.519300e-05
1.007859e+00 	 6.520000e-05
1.008901e+00 	 6.534600e-05
1.009944e+00 	 6.561300e-05
1.010986e+00 	 6.581200e-05
1.012028e+00 	 6.592000e-05
1.013070e+00 	 6.582500e-05
1.014113e+00 	 6.559000e-05
1.015155e+00 	 6.534600e-05
1.016197e+00 	 6.517300e-05
1.017239e+00 	 6.519500e-05
1.018282e+00 	 6.543700e-05
1.019324e+00 	 6.568600e-05
1.020366e+00 	 6.585500e-05
1.021408e+00 	 6.588800e-05
1.022451e+00 	 6.573000e-05
1.023493e+00 	 6.545200e-05
1.024535e+00 	 6.521300e-05
1.025578e+00 	 6.514300e-05
1.026620e+00 	 6.518700e-05
1.027662e+00 	 6.535900e-05
1.028704e+00 	 6.560300e-05
1.029747e+00 	 6.575200e-05
1.030789e+00 	 6.578500e-05
1.031831e+00 	 6.565400e-05
1.032873e+00 	 6.545600e-05
1.033915e+00 	 6.525000e-05
1.034958e+00 	 6.522300e-05
1.036000e+00 	 6.532400e-05
1.037042e+00 	 6.558900e-05
1.038085e+00 	 6.583900e-05
1.039127e+00 	 6.592000e-05
1.040169e+00 	 6.582000e-05
1.041211e+00 	 6.557200e-05
1.042253e+00 	 6.524400e-05
1.043296e+00 	 6.500400e-05
1.044338e+00 	 6.500500e-05
1.045380e+00 	 6.517300e-05
1.046423e+00 	 6.541200e-05
1.047465e+00 	 6.570000e-05
1.048507e+00 	 6.582300e-05
1.049549e+00 	 6.578100e-05
1.050592e+00 	 6.553400e-05
1.051634e+00 	 6.530900e-05
1.052676e+00 	 6.520300e-05
1.053718e+00 	 6.520400e-05
1.054761e+00 	 6.540600e-05
1.055803e+00 	 6.560700e-05
1.056845e+00 	 6.575400e-05
1.057887e+00 	 6.579300e-05
1.058930e+00 	 6.558300e-05
1.059972e+00 	 6.531800e-05
1.061014e+00 	 6.510100e-05
1.062056e+00 	 6.506400e-05
1.063099e+00 	 6.513400e-05
1.064141e+00 	 6.539800e-05
1.065183e+00 	 6.566800e-05
1.066225e+00 	 6.583900e-05
1.067268e+00 	 6.585000e-05
1.068310e+00 	 6.565100e-05
1.069352e+00 	 6.534100e-05
1.070394e+00 	 6.513000e-05
1.071437e+00 	 6.508400e-05
1.072479e+00 	 6.516300e-05
1.073521e+00 	 6.536500e-05
1.074563e+00 	 6.556800e-05
1.075606e+00 	 6.568700e-05
1.076648e+00 	 6.561600e-05
1.077690e+00 	 6.546200e-05
1.078732e+00 	 6.527600e-05
1.079775e+00 	 6.514000e-05
1.080817e+00 	 6.516800e-05
1.081859e+00 	 6.535900e-05
1.082901e+00 	 6.566200e-05
1.083944e+00 	 6.584200e-05
1.084986e+00 	 6.584000e-05
1.086028e+00 	 6.570200e-05
1.087070e+00 	 6.546300e-05
1.088113e+00 	 6.515300e-05
1.089155e+00 	 6.497900e-05
1.090197e+00 	 6.497700e-05
1.091239e+00 	 6.509900e-05
1.092282e+00 	 6.541000e-05
1.093324e+00 	 6.561600e-05
1.094366e+00 	 6.564400e-05
1.095408e+00 	 6.555700e-05
1.096451e+00 	 6.535700e-05
1.097493e+00 	 6.519000e-05
1.098535e+00 	 6.515100e-05
1.099578e+00 	 6.522500e-05
1.100620e+00 	 6.541800e-05
1.101662e+00 	 6.563200e-05
1.102704e+00 	 6.568300e-05
1.103747e+00 	 6.559300e-05
1.104789e+00 	 6.532100e-05
1.105831e+00 	 6.505700e-05
1.106873e+00 	 6.483500e-05
1.107916e+00 	 6.484100e-05
1.108958e+00 	 6.496000e-05
1.110000e+00 	 6.518600e-05
1.111042e+00 	 6.540500e-05
1.112085e+00 	 6.560500e-05
1.113127e+00 	 6.552300e-05
1.114169e+00 	 6.535000e-05
1.115211e+00 	 6.513600e-05
1.116254e+00 	 6.498200e-05
1.117296e+00 	 6.498000e-05
1.118338e+00 	 6.515100e-05
1.119380e+00 	 6.535800e-05
1.120423e+00 	 6.552300e-05
1.121465e+00 	 6.553900e-05
1.122507e+00 	 6.534400e-05
1.123549e+00 	 6.509700e-05
1.124592e+00 	 6.480800e-05
1.125634e+00 	 6.477000e-05
1.126676e+00 	 6.484700e-05
1.127718e+00 	 6.506900e-05
1.128761e+00 	 6.526100e-05
1.129803e+00 	 6.545500e-05
1.130845e+00 	 6.548800e-05
1.131887e+00 	 6.534300e-05
1.132930e+00 	 6.514100e-05
1.133972e+00 	 6.490400e-05
1.135014e+00 	 6.491300e-05
1.136056e+00 	 6.503600e-05
1.137099e+00 	 6.523500e-05
1.138141e+00 	 6.539600e-05
1.139183e+00 	 6.546800e-05
1.140225e+00 	 6.541300e-05
1.141268e+00 	 6.519000e-05
1.142310e+00 	 6.492800e-05
1.143352e+00 	 6.475500e-05
1.144394e+00 	 6.480200e-05
1.145437e+00 	 6.494800e-05
1.146479e+00 	 6.517400e-05
1.147521e+00 	 6.544700e-05
1.148563e+00 	 6.552000e-05
1.149606e+00 	 6.550500e-05
1.150648e+00 	 6.534000e-05
1.151690e+00 	 6.506200e-05
1.152732e+00 	 6.489500e-05
1.153775e+00 	 6.488800e-05
1.154817e+00 	 6.502800e-05
1.155859e+00 	 6.521900e-05
1.156901e+00 	 6.538700e-05
1.157944e+00 	 6.540900e-05
1.158986e+00 	 6.528800e-05
1.160028e+00 	 6.506900e-05
1.161070e+00 	 6.482200e-05
1.162113e+00 	 6.468700e-05
1.163155e+00 	 6.479100e-05
1.164197e+00 	 6.501900e-05
1.165239e+00 	 6.531200e-05
1.166282e+00 	 6.549800e-05
1.167324e+00 	 6.553100e-05
1.168366e+00 	 6.536600e-05
1.169408e+00 	 6.510800e-05
1.170451e+00 	 6.486500e-05
1.171493e+00 	 6.481700e-05
1.172535e+00 	 6.493600e-05
1.173577e+00 	 6.511800e-05
1.174620e+00 	 6.528100e-05
1.175662e+00 	 6.530200e-05
1.176704e+00 	 6.523900e-05
1.177747e+00 	 6.505100e-05
1.178789e+00 	 6.479300e-05
1.179831e+00 	 6.467500e-05
1.180873e+00 	 6.470200e-05
1.181915e+00 	 6.490900e-05
1.182958e+00 	 6.521800e-05
1.184000e+00 	 6.541500e-05
1.185042e+00 	 6.546200e-05
1.186084e+00 	 6.534400e-05
1.187127e+00 	 6.509400e-05
1.188169e+00 	 6.480800e-05
1.189211e+00 	 6.467700e-05
1.190253e+00 	 6.465300e-05
1.191296e+00 	 6.481700e-05
1.192338e+00 	 6.502600e-05
1.193380e+00 	 6.524000e-05
1.194422e+00 	 6.523200e-05
1.195465e+00 	 6.507500e-05
1.196507e+00 	 6.489900e-05
1.197549e+00 	 6.475100e-05
1.198592e+00 	 6.470600e-05
1.199634e+00 	 6.484200e-05
1.200676e+00 	 6.507400e-05
1.201718e+00 	 6.526700e-05
1.202761e+00 	 6.534000e-05
1.203803e+00 	 6.526400e-05
1.204845e+00 	 6.504900e-05
1.205887e+00 	 6.481400e-05
1.206930e+00 	 6.459000e-05
1.207972e+00 	 6.454900e-05
1.209014e+00 	 6.466900e-05
1.210056e+00 	 6.482800e-05
1.211099e+00 	 6.503400e-05
1.212141e+00 	 6.514600e-05
1.213183e+00 	 6.508700e-05
1.214225e+00 	 6.493900e-05
1.215268e+00 	 6.471000e-05
1.216310e+00 	 6.461900e-05
1.217352e+00 	 6.468100e-05
1.218394e+00 	 6.487400e-05
1.219437e+00 	 6.507800e-05
1.220479e+00 	 6.526800e-05
1.221521e+00 	 6.526400e-05
1.222563e+00 	 6.507800e-05
1.223606e+00 	 6.481200e-05
1.224648e+00 	 6.459500e-05
1.225690e+00 	 6.444300e-05
1.226732e+00 	 6.449500e-05
1.227775e+00 	 6.471800e-05
1.228817e+00 	 6.496900e-05
1.229859e+00 	 6.520100e-05
1.230901e+00 	 6.521800e-05
1.231944e+00 	 6.513100e-05
1.232986e+00 	 6.494400e-05
1.234028e+00 	 6.473700e-05
1.235070e+00 	 6.470100e-05
1.236113e+00 	 6.476800e-05
1.237155e+00 	 6.496200e-05
1.238197e+00 	 6.513000e-05
1.239239e+00 	 6.520300e-05
1.240282e+00 	 6.515100e-05
1.241324e+00 	 6.497100e-05
1.242366e+00 	 6.477700e-05
1.243408e+00 	 6.460200e-05
1.244451e+00 	 6.454900e-05
1.245493e+00 	 6.468400e-05
1.246535e+00 	 6.493100e-05
1.247578e+00 	 6.518400e-05
1.248620e+00 	 6.525600e-05
1.249662e+00 	 6.515200e-05
1.250704e+00 	 6.501700e-05
1.251747e+00 	 6.480700e-05
1.252789e+00 	 6.468000e-05
1.253831e+00 	 6.463700e-05
1.254873e+00 	 6.477800e-05
1.255915e+00 	 6.496000e-05
1.256958e+00 	 6.504100e-05
1.258000e+00 	 6.503100e-05
1.259042e+00 	 6.492700e-05
1.260085e+00 	 6.473000e-05
1.261127e+00 	 6.458800e-05
1.262169e+00 	 6.453200e-05
1.263211e+00 	 6.460500e-05
1.264253e+00 	 6.478500e-05
1.265296e+00 	 6.503000e-05
1.266338e+00 	 6.518900e-05
1.267380e+00 	 6.511300e-05
1.268423e+00 	 6.504100e-05
1.269465e+00 	 6.486500e-05
1.270507e+00 	 6.471000e-05
1.271549e+00 	 6.457900e-05
1.272592e+00 	 6.469800e-05
1.273634e+00 	 6.487100e-05
1.274676e+00 	 6.505000e-05
1.275718e+00 	 6.507000e-05
1.276761e+00 	 6.501700e-05
1.277803e+00 	 6.489400e-05
1.278845e+00 	 6.467100e-05
1.279887e+00 	 6.452900e-05
1.280930e+00 	 6.456900e-05
1.281972e+00 	 6.471300e-05
1.283014e+00 	 6.495300e-05
1.284056e+00 	 6.512200e-05
1.285099e+00 	 6.513600e-05
1.286141e+00 	 6.503900e-05
1.287183e+00 	 6.482800e-05
1.288225e+00 	 6.466300e-05
1.289268e+00 	 6.452600e-05
1.290310e+00 	 6.451700e-05
1.291352e+00 	 6.462900e-05
1.292394e+00 	 6.485100e-05
1.293437e+00 	 6.500400e-05
1.294479e+00 	 6.501900e-05
1.295521e+00 	 6.498900e-05
1.296563e+00 	 6.478100e-05
1.297606e+00 	 6.462000e-05
1.298648e+00 	 6.458800e-05
1.299690e+00 	 6.462200e-05
1.300732e+00 	 6.483300e-05
1.301775e+00 	 6.498100e-05
1.302817e+00 	 6.507900e-05
1.303859e+00 	 6.504800e-05
1.304901e+00 	 6.485200e-05
1.305944e+00 	 6.463100e-05
1.306986e+00 	 6.445400e-05
1.308028e+00 	 6.448600e-05
1.309070e+00 	 6.460300e-05
1.310113e+00 	 6.480900e-05
1.311155e+00 	 6.502400e-05
1.312197e+00 	 6.513000e-05
1.313239e+00 	 6.513100e-05
1.314282e+00 	 6.495600e-05
1.315324e+00 	 6.476900e-05
1.316366e+00 	 6.468700e-05
1.317408e+00 	 6.468800e-05
