Freq (Hz)	accelerometre (V^2 )	source
source
source(V^2 )
10.000000000000020E+0	1.476647029513621E-3	153.932474523679780E-3
11.000000000000021E+0	1.642753910551174E-3	382.143990675768540E-3
12.000000000000023E+0	1.750506228581560E-3	904.599063479565090E-3
13.000000000000025E+0	5.234708075213224E-3	1.047022476675063E+0
14.000000000000027E+0	108.787445747051630E-6	1.704452333332851E+0
15.000000000000028E+0	5.466719959320588E-3	2.374460936187194E+0
16.000000000000032E+0	13.448690859926208E-3	3.180002159636492E+0
17.000000000000036E+0	7.756864551663176E-3	4.276085430219579E+0
18.000000000000039E+0	36.182276404060021E-3	4.766220226094648E+0
19.000000000000043E+0	20.931660273461015E-3	5.079764436316217E+0
20.000000000000046E+0	39.395078694193016E-3	5.791901162876971E+0
21.000000000000050E+0	105.288697690921420E-3	7.434617439902065E+0
22.000000000000053E+0	101.792064405618570E-3	10.126544536257736E+0
23.000000000000057E+0	139.058345916493710E-3	9.855377567070875E+0
24.000000000000060E+0	342.243908335060630E-3	15.257670956755684E+0
25.000000000000064E+0	851.330359552359140E-3	22.745952976050415E+0
26.000000000000067E+0	1.787684287984972E+0	40.714230011702867E+0
27.000000000000071E+0	1.235187660296037E+0	33.849799113005659E+0
28.000000000000075E+0	869.643485386498270E-3	32.314292950705564E+0
29.000000000000078E+0	289.468661850894320E-3	18.467283164991780E+0
30.000000000000082E+0	91.686603691588098E-3	13.573890906686827E+0
31.000000000000085E+0	377.935669339211970E-3	22.425492227505959E+0
32.000000000000085E+0	1.029870003746615E+0	35.127543456043924E+0
33.000000000000085E+0	338.265605103780120E-3	28.945647539484668E+0
34.000000000000085E+0	245.697494276141790E-3	22.204855546640054E+0
35.000000000000085E+0	74.824610354159521E-3	16.070789643192807E+0
36.000000000000085E+0	299.555020025099320E-3	30.820386695598550E+0
37.000000000000085E+0	1.447140665914059E+0	54.041409879602313E+0
38.000000000000085E+0	612.346593739159780E-3	39.036094204519188E+0
39.000000000000085E+0	116.114784061396300E-3	16.934001250121582E+0
40.000000000000085E+0	434.112695592733800E-3	32.904448230421693E+0
41.000000000000085E+0	626.835157508953690E-3	71.914763406931669E+0
42.000000000000085E+0	562.592511329944260E-3	71.279841859577232E+0
43.000000000000085E+0	453.852054010512100E-3	31.727203011516771E+0
44.000000000000085E+0	1.242301348897744E+0	19.694392898653966E+0
45.000000000000085E+0	3.303109785577069E+0	48.345821808835140E+0
46.000000000000085E+0	5.316448435569329E+0	70.994841607412567E+0
47.000000000000085E+0	1.215906412052310E+0	58.544592334979981E+0
48.000000000000085E+0	301.668075042245240E-3	23.117855827343462E+0
49.000000000000085E+0	397.678187674370350E-3	18.811887155940667E+0
50.000000000000085E+0	1.746742734094540E+0	73.998509364400917E+0
51.000000000000085E+0	2.935569473888104E+0	104.079371792838320E+0
52.000000000000085E+0	1.850166971511348E+0	58.381066516671161E+0
53.000000000000085E+0	1.040909450126117E+0	28.712185896367210E+0
54.000000000000085E+0	1.774120363391654E+0	64.999059655268994E+0
55.000000000000085E+0	2.501507159889150E+0	94.764522600382662E+0
56.000000000000085E+0	2.322133734719611E+0	102.833283355259520E+0
57.000000000000085E+0	1.032849416057727E+0	64.114883722642958E+0
58.000000000000085E+0	180.613144113337040E-3	18.180420432266551E+0
59.000000000000085E+0	1.172451478230489E+0	91.241494055459981E+0
60.000000000000085E+0	3.205387617070495E+0	193.140593016723610E+0
61.000000000000085E+0	3.664555299784187E+0	128.089809026169800E+0
62.000000000000085E+0	1.605520217703794E+0	53.115404222520794E+0
63.000000000000085E+0	5.591807062060197E+0	161.809650638386470E+0
64.000000000000085E+0	12.033440679966530E+0	248.857819991436370E+0
65.000000000000085E+0	21.699388520340072E+0	356.986855406836180E+0
66.000000000000085E+0	26.847992293280306E+0	354.773436405505040E+0
67.000000000000085E+0	10.754600972506861E+0	104.808837892271030E+0
68.000000000000085E+0	10.974810016439744E+0	144.319416004353800E+0
69.000000000000085E+0	28.763453206061705E+0	371.997267841725320E+0
70.000000000000085E+0	27.775164051057299E+0	325.932447554037030E+0
71.000000000000085E+0	10.454747204079828E+0	97.426811807975966E+0
72.000000000000085E+0	11.351187072314776E+0	98.086495238613367E+0
73.000000000000085E+0	27.710857605362669E+0	250.591280917018310E+0
74.000000000000085E+0	30.653268192773631E+0	244.355287535508470E+0
75.000000000000085E+0	31.629102549230787E+0	225.056831333181350E+0
76.000000000000085E+0	27.228039011564039E+0	168.588004744239980E+0
77.000000000000085E+0	17.719483517907509E+0	63.185978804098639E+0
78.000000000000085E+0	71.512621414659023E+0	311.862388627473140E+0
79.000000000000085E+0	87.904291028642888E+0	365.837595702702800E+0
80.000000000000085E+0	28.069389378527894E+0	99.394523612281532E+0
81.000000000000085E+0	19.351791352624822E+0	52.345135119166500E+0
82.000000000000085E+0	44.027157183121069E+0	117.688153729787810E+0
83.000000000000085E+0	56.087551122080342E+0	167.572867716275170E+0
84.000000000000085E+0	32.583468948476707E+0	111.963345951440460E+0
85.000000000000085E+0	15.757150833513510E+0	47.230233466428430E+0
86.000000000000085E+0	12.572435393101177E+0	38.832432115731379E+0
87.000000000000085E+0	17.346514095963592E+0	49.972122666388074E+0
88.000000000000085E+0	62.174234236603866E+0	209.226516921339850E+0
89.000000000000085E+0	40.688069637861687E+0	154.103218917255590E+0
90.000000000000085E+0	638.506163705450210E-3	2.361542321516754E+0
91.000000000000085E+0	17.868064927036130E+0	70.220245839480327E+0
92.000000000000085E+0	26.003779712783349E+0	103.852971615822680E+0
93.000000000000085E+0	15.403081628684697E+0	60.016828788957767E+0
94.000000000000085E+0	12.479583708880028E+0	51.968937543164927E+0
95.000000000000085E+0	5.328720284209649E+0	23.815229672957571E+0
96.000000000000085E+0	3.004460390622666E+0	23.777659369266537E+0
97.000000000000085E+0	11.478795180009614E+0	101.632380641034870E+0
98.000000000000085E+0	10.222100639052801E+0	97.309962006969883E+0
99.000000000000085E+0	3.853910599831009E+0	36.101701807521373E+0
