Freq (Hz)	Coh_accelerometre /source
source
source
10.000000000000018E+0	992.980099223154890E-3
11.000000000000020E+0	979.512290485285870E-3
12.000000000000021E+0	991.629008885190450E-3
13.000000000000023E+0	993.984965236398120E-3
14.000000000000025E+0	995.297530162990270E-3
15.000000000000027E+0	989.949854874033640E-3
16.000000000000028E+0	962.859899081977220E-3
17.000000000000028E+0	995.301627006250360E-3
18.000000000000028E+0	997.991843072812520E-3
19.000000000000028E+0	997.203107403203060E-3
20.000000000000028E+0	996.057443038268930E-3
21.000000000000028E+0	994.841317251330400E-3
22.000000000000028E+0	994.529483102305040E-3
23.000000000000028E+0	996.263073896239030E-3
24.000000000000028E+0	997.910163011900940E-3
25.000000000000028E+0	998.835282770313530E-3
26.000000000000028E+0	999.035256428022600E-3
27.000000000000028E+0	999.433406299393370E-3
28.000000000000028E+0	999.241161726187710E-3
29.000000000000028E+0	997.699891867316560E-3
30.000000000000028E+0	995.278648357092010E-3
31.000000000000028E+0	999.608417660392540E-3
32.000000000000028E+0	999.580890577930650E-3
33.000000000000028E+0	999.575411496400280E-3
34.000000000000028E+0	998.576439890990870E-3
35.000000000000028E+0	989.102957855383600E-3
36.000000000000028E+0	995.643295565742710E-3
37.000000000000028E+0	998.149313760566150E-3
38.000000000000028E+0	999.774111487793940E-3
39.000000000000028E+0	999.589990234293070E-3
40.000000000000028E+0	999.589295888515080E-3
41.000000000000028E+0	999.876889001853230E-3
42.000000000000028E+0	999.946865589067310E-3
43.000000000000028E+0	999.916651949495300E-3
44.000000000000028E+0	999.856276530777690E-3
45.000000000000028E+0	999.870919742050450E-3
46.000000000000028E+0	999.945375352216390E-3
47.000000000000028E+0	999.849676476377900E-3
48.000000000000028E+0	999.511289103180430E-3
49.000000000000028E+0	999.537726598214940E-3
50.000000000000028E+0	999.954720712770360E-3
51.000000000000028E+0	999.955564667425190E-3
52.000000000000028E+0	999.823341637351310E-3
53.000000000000028E+0	999.430493145146090E-3
54.000000000000028E+0	999.874547834130540E-3
55.000000000000028E+0	999.899589908539330E-3
56.000000000000028E+0	999.864364078469570E-3
57.000000000000028E+0	999.880713025260380E-3
58.000000000000028E+0	999.600930332104400E-3
59.000000000000028E+0	999.865789875810320E-3
60.000000000000028E+0	999.955845909125560E-3
61.000000000000028E+0	999.911992461302580E-3
62.000000000000028E+0	999.901880660406530E-3
63.000000000000028E+0	999.950930369542080E-3
64.000000000000028E+0	999.963543645774330E-3
65.000000000000028E+0	999.965105276415690E-3
66.000000000000028E+0	999.918884973370560E-3
67.000000000000028E+0	999.413695806068310E-3
68.000000000000028E+0	999.898085384912980E-3
69.000000000000028E+0	999.868034799191400E-3
70.000000000000028E+0	999.796518771300270E-3
71.000000000000028E+0	998.688685237441920E-3
72.000000000000028E+0	989.381861183106340E-3
73.000000000000028E+0	996.602699784086440E-3
74.000000000000028E+0	999.534460204000050E-3
75.000000000000028E+0	999.305064087678380E-3
76.000000000000028E+0	999.623798557179640E-3
77.000000000000028E+0	999.261092551646860E-3
78.000000000000028E+0	999.795640387484360E-3
79.000000000000028E+0	999.946548086979800E-3
80.000000000000028E+0	999.811669836676910E-3
81.000000000000028E+0	999.207082545760960E-3
82.000000000000028E+0	999.748704983450250E-3
83.000000000000028E+0	999.908458335304510E-3
84.000000000000028E+0	999.793285844464810E-3
85.000000000000028E+0	999.453234366395100E-3
86.000000000000028E+0	998.753674385950420E-3
87.000000000000028E+0	989.811977905875830E-3
88.000000000000028E+0	999.709769274896190E-3
89.000000000000028E+0	999.881563565165890E-3
90.000000000000028E+0	995.885448008779760E-3
91.000000000000028E+0	999.615736407330480E-3
92.000000000000028E+0	999.735424866212700E-3
93.000000000000028E+0	999.775935116791300E-3
94.000000000000028E+0	999.650929968961430E-3
95.000000000000028E+0	999.096796687119260E-3
96.000000000000028E+0	999.528887636934370E-3
97.000000000000028E+0	999.861765272710420E-3
98.000000000000028E+0	999.861322184275590E-3
99.000000000000028E+0	999.234556279950170E-3
100.000000000000030E+0	998.839957204582960E-3
101.000000000000030E+0	999.861468164253810E-3
102.000000000000030E+0	999.785493801195750E-3
103.000000000000030E+0	998.569449716867340E-3
104.000000000000030E+0	999.719596111367180E-3
105.000000000000030E+0	997.564207209335470E-3
106.000000000000030E+0	999.420172039412470E-3
107.000000000000030E+0	999.466675539525950E-3
108.000000000000030E+0	999.169344535618230E-3
109.000000000000030E+0	984.295491745312060E-3
110.000000000000030E+0	999.030952342036090E-3
111.000000000000030E+0	999.824493018627520E-3
112.000000000000030E+0	999.590303525889510E-3
113.000000000000030E+0	999.505615504418740E-3
114.000000000000030E+0	998.839522145098080E-3
115.000000000000030E+0	999.637095245932470E-3
116.000000000000030E+0	999.759225913842920E-3
117.000000000000030E+0	999.794667439648950E-3
118.000000000000030E+0	999.892951253516960E-3
119.000000000000030E+0	999.600251015819730E-3
120.000000000000030E+0	999.951490519591420E-3
121.000000000000030E+0	999.974949008278100E-3
122.000000000000030E+0	999.913549172343760E-3
123.000000000000030E+0	999.907738430471760E-3
124.000000000000030E+0	999.885633426585760E-3
125.000000000000030E+0	999.940818491248490E-3
126.000000000000030E+0	999.925666412354360E-3
127.000000000000030E+0	999.897664128401640E-3
128.000000000000030E+0	998.324277410987730E-3
129.000000000000030E+0	999.830773835955200E-3
130.000000000000030E+0	999.883832251186040E-3
131.000000000000030E+0	999.786493944075370E-3
132.000000000000030E+0	997.937253310845260E-3
133.000000000000030E+0	999.727789506589470E-3
134.000000000000030E+0	999.805162991521110E-3
135.000000000000030E+0	999.961922244520740E-3
136.000000000000030E+0	999.959838304858460E-3
137.000000000000030E+0	999.720542979090080E-3
138.000000000000030E+0	999.851661208675750E-3
139.000000000000030E+0	999.926994194262450E-3
140.000000000000030E+0	999.730420207032510E-3
141.000000000000030E+0	998.897347706125820E-3
142.000000000000030E+0	998.054093383030530E-3
143.000000000000030E+0	999.535161320009860E-3
144.000000000000030E+0	999.436620304070320E-3
145.000000000000030E+0	999.322633042359800E-3
146.000000000000030E+0	999.500747317587200E-3
147.000000000000030E+0	998.961529440421490E-3
148.000000000000030E+0	999.730934911062240E-3
149.000000000000030E+0	999.800607089656230E-3
150.000000000000030E+0	998.989215039446270E-3
151.000000000000030E+0	994.696562825279180E-3
152.000000000000030E+0	999.632492919716900E-3
153.000000000000030E+0	999.347722490419140E-3
154.000000000000030E+0	998.733993293880680E-3
155.000000000000030E+0	999.269713307992520E-3
156.000000000000030E+0	999.109919122598280E-3
157.000000000000030E+0	999.695066345424820E-3
158.000000000000030E+0	999.781955196342830E-3
159.000000000000030E+0	999.769374811454000E-3
160.000000000000030E+0	998.934225501275420E-3
161.000000000000030E+0	998.046443961058020E-3
162.000000000000030E+0	999.268467046826590E-3
163.000000000000030E+0	997.912056197175930E-3
164.000000000000030E+0	998.398632519723380E-3
165.000000000000030E+0	999.157856042749760E-3
166.000000000000030E+0	998.687375879317330E-3
167.000000000000030E+0	999.637339002461540E-3
168.000000000000030E+0	999.698151623089500E-3
169.000000000000030E+0	999.413981669934450E-3
170.000000000000030E+0	999.137885756501310E-3
171.000000000000030E+0	999.444689158415330E-3
172.000000000000030E+0	999.376306489436430E-3
173.000000000000030E+0	998.532754167071660E-3
174.000000000000030E+0	998.009276025114240E-3
175.000000000000030E+0	998.923431810800790E-3
176.000000000000030E+0	999.422702854300460E-3
177.000000000000030E+0	999.220377369864020E-3
178.000000000000030E+0	998.975524109099510E-3
179.000000000000030E+0	987.704648310293480E-3
180.000000000000030E+0	999.729949133024820E-3
181.000000000000030E+0	999.404209240395520E-3
182.000000000000030E+0	997.911661121533840E-3
183.000000000000030E+0	999.349493625622530E-3
184.000000000000030E+0	999.227394519373040E-3
185.000000000000030E+0	999.470031461455080E-3
186.000000000000030E+0	999.580736744657310E-3
187.000000000000030E+0	999.482942395588100E-3
188.000000000000030E+0	996.813952163024040E-3
189.000000000000030E+0	994.954664475028560E-3
190.000000000000030E+0	999.275376731535320E-3
191.000000000000030E+0	999.598013770861770E-3
192.000000000000030E+0	997.072281603497590E-3
193.000000000000030E+0	997.906100461924630E-3
194.000000000000030E+0	998.760122389972250E-3
195.000000000000030E+0	996.905967283769010E-3
196.000000000000030E+0	997.953639606004470E-3
197.000000000000030E+0	999.232675313363240E-3
198.000000000000030E+0	996.768321814368360E-3
199.000000000000030E+0	999.740431590806500E-3
200.000000000000030E+0	999.743834117232000E-3
201.000000000000030E+0	998.873290571666960E-3
202.000000000000030E+0	996.941790797784670E-3
203.000000000000030E+0	998.706590943705290E-3
204.000000000000030E+0	999.487536617518660E-3
205.000000000000030E+0	998.749251727004570E-3
206.000000000000030E+0	998.518759931734110E-3
207.000000000000030E+0	991.198075278645900E-3
208.000000000000030E+0	997.266618218270230E-3
209.000000000000030E+0	998.870923353882500E-3
210.000000000000030E+0	997.497109716861450E-3
211.000000000000030E+0	992.104511444833030E-3
212.000000000000030E+0	996.944450925933420E-3
213.000000000000030E+0	995.367444417317280E-3
214.000000000000030E+0	991.771903919184570E-3
215.000000000000030E+0	892.085179505534790E-3
216.000000000000030E+0	940.258653013184900E-3
217.000000000000030E+0	982.362191302883050E-3
218.000000000000030E+0	996.525275367371570E-3
219.000000000000030E+0	998.355865392514310E-3
220.000000000000030E+0	998.385876070602250E-3
221.000000000000030E+0	997.675209467344110E-3
222.000000000000030E+0	995.653592753430790E-3
223.000000000000030E+0	998.254090251245780E-3
224.000000000000030E+0	992.947386865525300E-3
225.000000000000030E+0	997.120026839477090E-3
226.000000000000030E+0	997.117464220237280E-3
227.000000000000030E+0	990.469040513843990E-3
228.000000000000030E+0	998.756332712980480E-3
229.000000000000030E+0	998.362167998516850E-3
230.000000000000030E+0	994.541354066784900E-3
231.000000000000030E+0	998.594806706399440E-3
232.000000000000030E+0	999.261475794099850E-3
233.000000000000030E+0	999.454345058898630E-3
234.000000000000030E+0	996.650787835311360E-3
235.000000000000030E+0	980.184350674280780E-3
236.000000000000030E+0	994.284768872985670E-3
237.000000000000030E+0	996.123772290568700E-3
238.000000000000030E+0	996.457961729768300E-3
239.000000000000030E+0	995.474212543405070E-3
240.000000000000030E+0	993.318296396106800E-3
241.000000000000030E+0	998.684771170418540E-3
242.000000000000030E+0	998.637601258811510E-3
243.000000000000030E+0	997.151144967874600E-3
244.000000000000030E+0	997.993987265403890E-3
245.000000000000030E+0	993.711390377908570E-3
246.000000000000030E+0	997.621812890041260E-3
247.000000000000030E+0	998.972465348858200E-3
248.000000000000030E+0	999.333817111269340E-3
249.000000000000030E+0	999.751081031300280E-3
250.000000000000030E+0	996.773358445537720E-3
251.000000000000030E+0	975.979242004057060E-3
252.000000000000030E+0	992.450813244319500E-3
253.000000000000030E+0	997.472108937523250E-3
254.000000000000030E+0	999.296591993584780E-3
255.000000000000030E+0	999.448489912960090E-3
256.000000000000060E+0	998.453420111352300E-3
257.000000000000060E+0	972.470374592141360E-3
258.000000000000060E+0	991.284745908322830E-3
259.000000000000060E+0	998.555097216211830E-3
260.000000000000060E+0	999.011565917718780E-3
261.000000000000060E+0	997.944081125169520E-3
262.000000000000060E+0	997.419106712069130E-3
263.000000000000060E+0	997.430310846840420E-3
264.000000000000060E+0	995.475396200223520E-3
265.000000000000060E+0	996.478409200848850E-3
266.000000000000060E+0	996.940452947303490E-3
267.000000000000060E+0	996.929581042638180E-3
268.000000000000060E+0	995.134989881315550E-3
269.000000000000060E+0	998.623291438054390E-3
270.000000000000060E+0	998.642682662800100E-3
271.000000000000060E+0	995.541207857136400E-3
272.000000000000060E+0	992.647178559989630E-3
273.000000000000060E+0	995.236680285434880E-3
274.000000000000060E+0	997.657751817535130E-3
275.000000000000060E+0	998.134019951345100E-3
276.000000000000060E+0	998.159533388043530E-3
277.000000000000060E+0	991.318527287090800E-3
278.000000000000060E+0	997.733987589077830E-3
279.000000000000060E+0	998.330951317102370E-3
280.000000000000060E+0	997.346645454792790E-3
281.000000000000060E+0	993.900210403876990E-3
282.000000000000060E+0	991.868347749595090E-3
283.000000000000060E+0	997.949750900545380E-3
284.000000000000060E+0	997.227465652854030E-3
285.000000000000060E+0	996.863182464744810E-3
286.000000000000060E+0	997.113642805040560E-3
287.000000000000060E+0	989.886218657534230E-3
288.000000000000060E+0	997.712387971317230E-3
289.000000000000060E+0	996.389385261565400E-3
290.000000000000060E+0	987.988485641714930E-3
291.000000000000060E+0	991.915461103483500E-3
292.000000000000060E+0	993.586875142958180E-3
293.000000000000060E+0	994.061998327032130E-3
294.000000000000060E+0	994.999100956194480E-3
295.000000000000060E+0	994.827468371974440E-3
296.000000000000060E+0	989.840429934901840E-3
297.000000000000060E+0	991.075657916838940E-3
298.000000000000060E+0	996.688214143293000E-3
299.000000000000060E+0	995.555014576904650E-3
300.000000000000060E+0	986.092644481656230E-3
301.000000000000060E+0	991.294838659062540E-3
302.000000000000060E+0	996.696525897551530E-3
303.000000000000060E+0	992.878191314721770E-3
304.000000000000060E+0	996.831238110680640E-3
305.000000000000060E+0	997.175078691979080E-3
306.000000000000060E+0	997.692696744861050E-3
307.000000000000060E+0	998.323721788233590E-3
308.000000000000060E+0	996.907562712390230E-3
309.000000000000060E+0	992.355433484130130E-3
310.000000000000060E+0	991.311485365416020E-3
311.000000000000060E+0	995.966024678604070E-3
312.000000000000060E+0	995.649218762962530E-3
313.000000000000060E+0	991.624800691653820E-3
314.000000000000060E+0	995.699180496224630E-3
315.000000000000060E+0	995.303752223101520E-3
316.000000000000060E+0	993.677934954454890E-3
317.000000000000060E+0	996.600141167939050E-3
318.000000000000060E+0	994.387709985502630E-3
319.000000000000060E+0	978.161108426196080E-3
320.000000000000060E+0	995.556776386673280E-3
