Freq (Hz)	Gxyaccelerometre /source
source
source_Real	Gxyaccelerometre /source
source
source_Imag
10.000000000000018E+0	12.628869445651050E-3	6.085787563597918E-3
11.000000000000020E+0	-18.396252822464904E-3	-3.380073094661688E-3
12.000000000000021E+0	24.823468727861349E-3	-7.674069438668964E-3
13.000000000000023E+0	-3.849825360010866E-3	16.739733615289319E-3
14.000000000000025E+0	-69.521118728757533E-3	91.167534880132683E-3
15.000000000000027E+0	-111.370432352490080E-3	-47.493361755957884E-3
16.000000000000028E+0	-6.814901710085251E-3	-99.376496644759366E-3
17.000000000000028E+0	-124.944310741501110E-3	285.448377584284040E-3
18.000000000000028E+0	-149.487959024059420E-3	108.773505764802490E-3
19.000000000000028E+0	-303.990609242430820E-3	-41.793497443708999E-3
20.000000000000028E+0	-274.149510150624280E-3	341.641702180430270E-3
21.000000000000028E+0	-405.290227957973650E-3	508.008145718794160E-3
22.000000000000028E+0	-425.571194561872260E-3	469.753698564800200E-3
23.000000000000028E+0	-714.178819038076670E-3	897.406672709790800E-3
24.000000000000028E+0	-650.960154953965200E-3	1.734154827195860E+0
25.000000000000028E+0	-1.248267379577958E+0	3.208632107569593E+0
26.000000000000028E+0	509.006485756820610E-3	7.728842369414186E+0
27.000000000000028E+0	2.131281310425730E+0	3.875855052055001E+0
28.000000000000028E+0	1.269929808845220E+0	3.419662672692861E+0
29.000000000000028E+0	265.634447044995610E-3	1.821379069494798E+0
30.000000000000028E+0	-501.453034559093070E-3	2.287426816567690E+0
31.000000000000028E+0	1.080972526358467E+0	6.904593494798426E+0
32.000000000000028E+0	6.383249837054356E+0	4.776162586024110E+0
33.000000000000028E+0	4.584609109997926E+0	4.716788849998062E+0
34.000000000000028E+0	3.475834120468539E+0	3.308011557142558E+0
35.000000000000028E+0	5.574638196700387E+0	947.664728626610550E-3
36.000000000000028E+0	8.962491816530088E+0	-6.107982390572642E+0
37.000000000000028E+0	1.106247077168066E+0	-3.541472347080965E+0
38.000000000000028E+0	2.868702529696583E+0	3.675315253929702E+0
39.000000000000028E+0	1.589334818598310E+0	3.060575057174554E+0
40.000000000000028E+0	1.519023372052003E+0	5.108578224211256E+0
41.000000000000028E+0	9.514230479748454E+0	13.549830829777019E+0
42.000000000000028E+0	16.151417106987321E+0	7.145421269043586E+0
43.000000000000028E+0	6.960237621006655E+0	-496.160545717198360E-3
44.000000000000028E+0	4.643185927631851E+0	-826.615332881170950E-3
45.000000000000028E+0	11.921385982470667E+0	-2.289233261939589E+0
46.000000000000028E+0	19.528620623558158E+0	-5.228228596659140E+0
47.000000000000028E+0	16.773186280192156E+0	-4.239925171630790E+0
48.000000000000028E+0	8.110707220063087E+0	-4.007380460485284E+0
49.000000000000028E+0	5.381102753867313E+0	-5.532585542339689E+0
50.000000000000028E+0	15.924493697001761E+0	-16.314462123077426E+0
51.000000000000028E+0	18.275227931525443E+0	-23.837405070989732E+0
52.000000000000028E+0	6.006561474208167E+0	-11.950177241531328E+0
53.000000000000028E+0	1.164578744042504E+0	-5.301550638935664E+0
54.000000000000028E+0	3.179838178583115E+0	-11.718742922143914E+0
55.000000000000028E+0	6.212151499638630E+0	-12.191469571782616E+0
56.000000000000028E+0	5.829147326127020E+0	-10.996136442723692E+0
57.000000000000028E+0	5.625731734385266E+0	-5.130095926586414E+0
58.000000000000028E+0	2.074704294629054E+0	-239.450262043893190E-3
59.000000000000028E+0	9.249998654818913E+0	-8.214069787389871E+0
60.000000000000028E+0	19.779640760306570E+0	-26.472728576477742E+0
61.000000000000028E+0	9.601003376064700E+0	-17.023758140662942E+0
62.000000000000028E+0	1.803744309685432E+0	-3.492461079516671E+0
63.000000000000028E+0	4.810156870335470E+0	-12.610041313400805E+0
64.000000000000028E+0	6.184824044267589E+0	-18.944736046956383E+0
65.000000000000028E+0	5.832376114060116E+0	-26.093286268807901E+0
66.000000000000028E+0	14.454414228950942E+0	-29.744028280115721E+0
67.000000000000028E+0	17.530441748702355E+0	-9.474404638050437E+0
68.000000000000028E+0	19.017724453648903E+0	10.924176175814981E+0
69.000000000000028E+0	49.719279389241286E+0	5.565501867631470E+0
70.000000000000028E+0	61.711711309662746E+0	-25.564553322816270E+0
71.000000000000028E+0	27.527802407539109E+0	-33.678126924399294E+0
72.000000000000028E+0	45.871660292304043E+0	-25.423986725602766E+0
73.000000000000028E+0	86.157850572125767E+0	-70.777526012955192E+0
74.000000000000028E+0	62.375966995940324E+0	-107.981018284547030E+0
75.000000000000028E+0	48.359538525720509E+0	-102.218686398487900E+0
76.000000000000028E+0	15.076041034448707E+0	-58.271106648883446E+0
77.000000000000028E+0	-4.811095249751579E+0	-45.451375552847011E+0
78.000000000000028E+0	34.846276860265661E+0	-160.269196711491470E+0
79.000000000000028E+0	17.647168055427347E+0	-142.527492990444160E+0
80.000000000000028E+0	-6.922165865533776E+0	-29.631744392043913E+0
81.000000000000028E+0	-10.790015088134558E+0	-18.303873740835787E+0
82.000000000000028E+0	-20.195021413723175E+0	-41.005922876393370E+0
83.000000000000028E+0	-22.295585347942410E+0	-54.516014001747351E+0
84.000000000000028E+0	-8.180367425558419E+0	-26.367024437167903E+0
85.000000000000028E+0	-3.490854058308284E+0	-7.221925887786237E+0
86.000000000000028E+0	-3.147023354651706E+0	-4.287229073829165E+0
87.000000000000028E+0	-11.145172136531389E+0	-9.237990472456566E+0
88.000000000000028E+0	-30.345728848840121E+0	-53.927500315356987E+0
89.000000000000028E+0	-15.667419232547576E+0	-40.392512492636378E+0
90.000000000000028E+0	991.681751683150200E-3	-194.222917826516850E-3
91.000000000000028E+0	-18.032843937301202E+0	-13.913540416796417E+0
92.000000000000028E+0	-21.045033440023627E+0	-18.508938840134938E+0
93.000000000000028E+0	-12.419089780350896E+0	-7.119794001770579E+0
94.000000000000028E+0	-10.362216671913453E+0	-4.503275357194914E+0
95.000000000000028E+0	-3.958802591234884E+0	-2.544788426459678E+0
96.000000000000028E+0	-8.168518948849236E+0	1.837080084258969E+0
97.000000000000028E+0	-33.207258918770968E+0	5.150750821476167E+0
98.000000000000028E+0	-26.248781488846703E+0	6.750126596453744E+0
99.000000000000028E+0	-9.201395806691373E+0	3.587947811548374E+0
100.000000000000030E+0	-1.573802852731884E+0	2.396473935253291E+0
101.000000000000030E+0	-24.129461381372227E+0	22.334784766054476E+0
102.000000000000030E+0	-18.647632045804766E+0	17.406439294589813E+0
103.000000000000030E+0	2.828748076172465E+0	1.733718761591392E+0
104.000000000000030E+0	-817.292875390866370E-3	12.829651669964525E+0
105.000000000000030E+0	3.190815330097597E+0	1.908242806812719E+0
106.000000000000030E+0	1.898284020858143E+0	17.015337315927422E+0
107.000000000000030E+0	1.963434726820138E+0	33.094040656589527E+0
108.000000000000030E+0	5.388656095293736E+0	15.383688250942461E+0
109.000000000000030E+0	290.784688350264440E-3	1.194624044743351E+0
110.000000000000030E+0	1.041414540813892E+0	8.046836565706430E+0
111.000000000000030E+0	2.889419657786032E+0	13.316097159565794E+0
112.000000000000030E+0	29.675303371175576E-3	7.448233767110436E+0
113.000000000000030E+0	-2.847017379716968E+0	2.816683840155281E+0
114.000000000000030E+0	-2.331318761158392E+0	-3.518043274503594E+0
115.000000000000030E+0	3.134976204027292E+0	-10.576310857578825E+0
116.000000000000030E+0	3.530655237099800E+0	-14.664438588968792E+0
117.000000000000030E+0	4.457050643725727E+0	-15.320443356195591E+0
118.000000000000030E+0	1.833196033741930E+0	-3.016794583119653E+0
119.000000000000030E+0	1.057803794720249E+0	-3.884643948066103E+0
120.000000000000030E+0	34.776184384873268E+0	-34.773207882269382E+0
121.000000000000030E+0	40.651627313794961E+0	-43.707386855004060E+0
122.000000000000030E+0	8.946640303221244E+0	-12.466696185509115E+0
123.000000000000030E+0	17.733560925957235E+0	-25.655945266482593E+0
124.000000000000030E+0	449.614044892291340E-3	-17.752559782591931E+0
125.000000000000030E+0	-775.727121641811350E-3	-65.540688657018478E+0
126.000000000000030E+0	-21.085413059997311E+0	-50.861051312020294E+0
127.000000000000030E+0	-10.888412272159043E+0	-19.978300313810841E+0
128.000000000000030E+0	-2.452609630647128E+0	11.124679930457241E+0
129.000000000000030E+0	-49.652072667832726E+0	-36.266134072033971E+0
130.000000000000030E+0	-49.546345897044439E+0	-79.568863581836084E+0
131.000000000000030E+0	-19.356665133132573E+0	-69.012090450218267E+0
132.000000000000030E+0	2.516006379832828E+0	-23.203789931165481E+0
133.000000000000030E+0	-8.653160073794837E+0	-54.385747539524267E+0
134.000000000000030E+0	-7.245390190696827E+0	-64.747059888986115E+0
135.000000000000030E+0	1.690002484326483E+0	-41.111119944914847E+0
136.000000000000030E+0	-6.990598989873275E+0	-51.903407500359563E+0
137.000000000000030E+0	7.346982839188404E+0	-12.370265298115552E+0
138.000000000000030E+0	-24.522094127608995E+0	-88.251553127997734E-3
139.000000000000030E+0	-63.914212088918830E+0	-46.603861098678912E+0
140.000000000000030E+0	-25.268909904944234E+0	-27.151820648711940E+0
141.000000000000030E+0	-13.224563414361976E+0	-11.442388224153637E+0
142.000000000000030E+0	-12.766217334249886E+0	-15.455492621690933E+0
143.000000000000030E+0	-18.467339522010430E+0	-30.904068511862725E+0
