Freq (Hz)	accelerometre (V^2 )	source
source
source(V^2 )
10.000000000000020E+0	1.566171815468329E-3	137.213695245476830E-3
11.000000000000021E+0	1.112896312500766E-3	293.360533664083050E-3
12.000000000000023E+0	1.460597227073659E-3	718.723421825286590E-3
13.000000000000025E+0	1.540142941811254E-3	807.680443803491240E-3
14.000000000000027E+0	5.012918710327859E-3	1.467752698900978E+0
15.000000000000028E+0	4.192879247684444E-3	2.062029819806417E+0
16.000000000000032E+0	398.422461992862530E-6	2.482642645822005E+0
17.000000000000036E+0	7.939157087048673E-3	3.623800818549231E+0
18.000000000000039E+0	17.935285377148322E-3	3.922908535602798E+0
19.000000000000043E+0	12.792932566337459E-3	3.949971788416121E+0
20.000000000000046E+0	41.478372786313653E-3	4.828848822047095E+0
21.000000000000050E+0	45.610522515826792E-3	6.578886747385665E+0
22.000000000000053E+0	86.453826421129171E-3	7.882185596520188E+0
23.000000000000057E+0	249.165924488686050E-3	9.040622696156882E+0
24.000000000000060E+0	530.152718319901960E-3	12.611541764248132E+0
25.000000000000064E+0	1.199152498458230E+0	19.962527871016857E+0
26.000000000000067E+0	3.421515180219301E+0	32.704850414987483E+0
27.000000000000071E+0	2.169228303760788E+0	23.620857859961145E+0
28.000000000000075E+0	3.269061258829049E+0	22.045924887720169E+0
29.000000000000078E+0	1.689357473079754E+0	13.698726352494001E+0
30.000000000000082E+0	1.596771229340531E+0	11.439653986122787E+0
31.000000000000085E+0	2.441427878988443E+0	19.840094075105284E+0
32.000000000000085E+0	1.077039856117778E+0	28.321342099905319E+0
33.000000000000085E+0	461.397430432485210E-3	28.904175050006778E+0
34.000000000000085E+0	38.279369971921828E-3	18.618499495412998E+0
35.000000000000085E+0	8.953587176068140E-3	13.944457284745898E+0
36.000000000000085E+0	10.784559499999466E-3	27.831334528371578E+0
37.000000000000085E+0	49.379824718678404E-3	44.512948290070675E+0
38.000000000000085E+0	74.690914008908899E-3	34.174535787490178E+0
39.000000000000085E+0	42.556573878847676E-3	15.359900323810255E+0
40.000000000000085E+0	275.160972699693080E-3	26.751863885627483E+0
41.000000000000085E+0	837.053078607441160E-3	58.605853912644491E+0
42.000000000000085E+0	1.770530952326546E+0	57.143837966120898E+0
43.000000000000085E+0	1.694290274671122E+0	25.563609049609479E+0
44.000000000000085E+0	1.933498553480081E+0	15.510222659595277E+0
45.000000000000085E+0	2.920612259211228E+0	39.333674630234647E+0
46.000000000000085E+0	666.622948652679460E-3	63.663659871313527E+0
47.000000000000085E+0	1.031869612147503E+0	54.685296013860466E+0
48.000000000000085E+0	928.692504720329160E-3	25.262018737164581E+0
49.000000000000085E+0	603.205724830980450E-3	20.926101329784224E+0
50.000000000000085E+0	1.400825005297453E+0	72.412944033828722E+0
51.000000000000085E+0	2.306683667927532E+0	106.673053904148940E+0
52.000000000000085E+0	1.808327592463665E+0	53.428888132706675E+0
53.000000000000085E+0	1.732245528852677E+0	28.161251214079819E+0
54.000000000000085E+0	3.771973818219593E+0	58.499113190171386E+0
55.000000000000085E+0	6.514423595603917E+0	72.280139316277157E+0
56.000000000000085E+0	8.913818702468912E+0	77.695928866675473E+0
57.000000000000085E+0	7.842375466698853E+0	53.395102758900805E+0
58.000000000000085E+0	3.572970987593600E+0	16.682760203404833E+0
59.000000000000085E+0	15.787860003100789E+0	91.125056493949131E+0
60.000000000000085E+0	28.752731969138665E+0	191.126783900400310E+0
61.000000000000085E+0	17.874976364610973E+0	117.785469610047240E+0
62.000000000000085E+0	12.366495561559605E+0	53.008418587165885E+0
63.000000000000085E+0	35.542075254710539E+0	174.042117418028910E+0
64.000000000000085E+0	46.107787234179867E+0	242.358221027402270E+0
65.000000000000085E+0	57.028974486567108E+0	332.810123304493970E+0
66.000000000000085E+0	34.441156564129244E+0	286.976712686305350E+0
67.000000000000085E+0	4.177658745725932E+0	66.377907491045477E+0
68.000000000000085E+0	13.176994886673333E+0	96.744304121627664E+0
69.000000000000085E+0	23.720189899545424E+0	266.803749783074750E+0
70.000000000000085E+0	13.362552708472858E+0	271.064440570162560E+0
71.000000000000085E+0	1.989418947819324E+0	100.101680729496370E+0
72.000000000000085E+0	4.504326522187118E+0	82.413681114427618E+0
73.000000000000085E+0	5.869126809439850E+0	242.881226879924500E+0
74.000000000000085E+0	2.440902867350435E+0	281.532972476753680E+0
75.000000000000085E+0	3.414519450638232E+0	284.319517913575450E+0
76.000000000000085E+0	5.865220378207490E+0	237.637117347267430E+0
77.000000000000085E+0	3.118333934239522E+0	122.435308440103810E+0
78.000000000000085E+0	9.240786950463608E+0	454.950727764654520E+0
79.000000000000085E+0	11.101030749576603E+0	490.831738873266770E+0
80.000000000000085E+0	3.138659048891033E+0	127.940476812837000E+0
81.000000000000085E+0	1.992790984254263E+0	66.165361022926049E+0
82.000000000000085E+0	4.459931538061990E+0	150.698306910589590E+0
83.000000000000085E+0	6.237783259973455E+0	209.921503634218420E+0
84.000000000000085E+0	3.550403409980815E+0	126.940286036879610E+0
85.000000000000085E+0	1.240231931223525E+0	47.999211453387559E+0
86.000000000000085E+0	1.194028739159291E+0	37.286423971444343E+0
87.000000000000085E+0	1.315175608045581E+0	37.304896291851008E+0
88.000000000000085E+0	9.275284461260078E+0	181.206015570974220E+0
89.000000000000085E+0	7.899973084404889E+0	146.322390429015570E+0
90.000000000000085E+0	217.778901131649630E-3	4.525979858683385E+0
91.000000000000085E+0	3.838251648866867E+0	52.354371916707620E+0
92.000000000000085E+0	5.599385964051696E+0	86.764009209655327E+0
93.000000000000085E+0	3.176644666024855E+0	52.102916492535215E+0
94.000000000000085E+0	2.907791413635928E+0	42.841814825268102E+0
95.000000000000085E+0	1.273059433454471E+0	21.160448714966844E+0
96.000000000000085E+0	1.802236890027641E+0	21.516394336024298E+0
97.000000000000085E+0	6.951744277448704E+0	87.834468584546215E+0
98.000000000000085E+0	5.580339956352562E+0	84.822517903704480E+0
99.000000000000085E+0	2.095939564867018E+0	33.262973208572077E+0
