Freq (Hz)	Coh_accelerometre /source
source
source
10.000000000000018E+0	979.950056750369280E-3
11.000000000000020E+0	978.507837332969640E-3
12.000000000000021E+0	984.190446961038520E-3
13.000000000000023E+0	979.651159675387850E-3
14.000000000000025E+0	995.024947634861930E-3
15.000000000000027E+0	989.662679418831900E-3
16.000000000000028E+0	915.588695503368850E-3
17.000000000000028E+0	994.871333438643420E-3
18.000000000000028E+0	997.420670092358570E-3
19.000000000000028E+0	995.629799888618220E-3
20.000000000000028E+0	998.526480190283340E-3
21.000000000000028E+0	996.961396919471610E-3
22.000000000000028E+0	994.863784439669160E-3
23.000000000000028E+0	999.165140329379640E-3
24.000000000000028E+0	999.661316530231050E-3
25.000000000000028E+0	999.751691155217340E-3
26.000000000000028E+0	999.729006429133980E-3
27.000000000000028E+0	999.606622877248660E-3
28.000000000000028E+0	999.731625391015340E-3
29.000000000000028E+0	999.549154370784950E-3
30.000000000000028E+0	999.430036631313250E-3
31.000000000000028E+0	999.831540172323340E-3
32.000000000000028E+0	999.604894400106580E-3
33.000000000000028E+0	999.514484929642680E-3
34.000000000000028E+0	996.763005793406260E-3
35.000000000000028E+0	990.733932226649180E-3
36.000000000000028E+0	996.847483403928040E-3
37.000000000000028E+0	999.464838814258740E-3
38.000000000000028E+0	999.389243575217410E-3
39.000000000000028E+0	998.712371372214690E-3
40.000000000000028E+0	999.784441722689100E-3
41.000000000000028E+0	999.902547615299060E-3
42.000000000000028E+0	999.898069377338490E-3
43.000000000000028E+0	999.931852396281570E-3
44.000000000000028E+0	999.879160996599570E-3
45.000000000000028E+0	999.841362364555670E-3
46.000000000000028E+0	998.270302682883640E-3
47.000000000000028E+0	999.044995318816630E-3
48.000000000000028E+0	999.568053039983530E-3
49.000000000000028E+0	999.558948392819450E-3
50.000000000000028E+0	999.836071756585060E-3
51.000000000000028E+0	999.883461854251920E-3
52.000000000000028E+0	999.916584331206110E-3
53.000000000000028E+0	999.699628134189220E-3
54.000000000000028E+0	999.863118458980900E-3
55.000000000000028E+0	999.915936722653110E-3
56.000000000000028E+0	999.876581928658580E-3
57.000000000000028E+0	999.902794737667520E-3
58.000000000000028E+0	999.909514435538330E-3
59.000000000000028E+0	999.910767648432900E-3
60.000000000000028E+0	999.935009539187790E-3
61.000000000000028E+0	999.924526064254640E-3
62.000000000000028E+0	999.901531846394960E-3
63.000000000000028E+0	999.948013992879140E-3
64.000000000000028E+0	999.964944497093830E-3
65.000000000000028E+0	999.943684694178710E-3
66.000000000000028E+0	999.919171756266210E-3
67.000000000000028E+0	999.361355966377980E-3
68.000000000000028E+0	999.719944111299940E-3
69.000000000000028E+0	999.936850918342720E-3
70.000000000000028E+0	999.820137134571960E-3
71.000000000000028E+0	999.225193008525750E-3
72.000000000000028E+0	999.443828859187590E-3
73.000000000000028E+0	999.563122209944590E-3
74.000000000000028E+0	999.209770753531010E-3
75.000000000000028E+0	999.780777989825120E-3
76.000000000000028E+0	999.938169537194390E-3
77.000000000000028E+0	999.590633993016400E-3
78.000000000000028E+0	999.845343248842330E-3
79.000000000000028E+0	999.969834584431890E-3
80.000000000000028E+0	999.915563505399120E-3
81.000000000000028E+0	999.840386445957740E-3
82.000000000000028E+0	999.943097132517060E-3
83.000000000000028E+0	999.889688295681700E-3
84.000000000000028E+0	999.786492263468610E-3
85.000000000000028E+0	999.379294095096630E-3
86.000000000000028E+0	999.376280126639480E-3
87.000000000000028E+0	999.301187308215490E-3
88.000000000000028E+0	999.909598606216530E-3
89.000000000000028E+0	999.896333552018900E-3
90.000000000000028E+0	995.824882112243290E-3
91.000000000000028E+0	999.516796399979150E-3
92.000000000000028E+0	999.625877234498470E-3
93.000000000000028E+0	999.423195798098240E-3
94.000000000000028E+0	999.599413822209850E-3
95.000000000000028E+0	999.030760560627780E-3
96.000000000000028E+0	998.932976634365310E-3
97.000000000000028E+0	999.711920423295040E-3
98.000000000000028E+0	999.693998549393230E-3
99.000000000000028E+0	999.211226829387120E-3
100.000000000000030E+0	994.382132235214320E-3
101.000000000000030E+0	999.534327339055340E-3
102.000000000000030E+0	999.231981425779290E-3
103.000000000000030E+0	988.559045158001080E-3
104.000000000000030E+0	998.453426671693680E-3
105.000000000000030E+0	990.371476735730890E-3
106.000000000000030E+0	996.646348602309720E-3
107.000000000000030E+0	998.874929939634230E-3
108.000000000000030E+0	998.789844408450310E-3
109.000000000000030E+0	997.794030129729890E-3
110.000000000000030E+0	997.623432540152180E-3
111.000000000000030E+0	998.159380944053990E-3
112.000000000000030E+0	997.978752619739450E-3
113.000000000000030E+0	996.801042340173190E-3
114.000000000000030E+0	998.784386626616730E-3
115.000000000000030E+0	999.323320979514930E-3
116.000000000000030E+0	999.635910568992040E-3
117.000000000000030E+0	999.471100469597750E-3
118.000000000000030E+0	999.162211173172280E-3
119.000000000000030E+0	706.215907960463630E-3
120.000000000000030E+0	999.486680455145990E-3
121.000000000000030E+0	999.722804102437860E-3
122.000000000000030E+0	997.728793649411030E-3
123.000000000000030E+0	999.613457153801230E-3
124.000000000000030E+0	999.084184847067070E-3
125.000000000000030E+0	999.796093219382450E-3
126.000000000000030E+0	999.906732592074410E-3
127.000000000000030E+0	999.892173393006510E-3
128.000000000000030E+0	999.836495572706710E-3
129.000000000000030E+0	999.928028903612540E-3
130.000000000000030E+0	999.946889853946090E-3
131.000000000000030E+0	999.828555293089000E-3
132.000000000000030E+0	999.183800579678480E-3
133.000000000000030E+0	999.886865676488660E-3
134.000000000000030E+0	999.827753627386410E-3
135.000000000000030E+0	999.896451284211780E-3
136.000000000000030E+0	999.952062873579070E-3
137.000000000000030E+0	999.241515835216700E-3
138.000000000000030E+0	999.486797381608500E-3
139.000000000000030E+0	999.914700709193300E-3
140.000000000000030E+0	999.716963173498120E-3
141.000000000000030E+0	999.000098849670340E-3
142.000000000000030E+0	998.350812459637530E-3
143.000000000000030E+0	999.583381902109160E-3
144.000000000000030E+0	999.780103190567870E-3
145.000000000000030E+0	999.675605462757800E-3
146.000000000000030E+0	999.639123542916400E-3
147.000000000000030E+0	998.426696285467540E-3
148.000000000000030E+0	999.656808039415920E-3
149.000000000000030E+0	999.758160559025000E-3
150.000000000000030E+0	998.759444701377450E-3
151.000000000000030E+0	993.914426410104300E-3
152.000000000000030E+0	998.766311281951810E-3
153.000000000000030E+0	998.912022612600260E-3
154.000000000000030E+0	998.823310649245900E-3
155.000000000000030E+0	998.917253555502200E-3
156.000000000000030E+0	994.676752542617000E-3
157.000000000000030E+0	999.241294273298660E-3
158.000000000000030E+0	999.480736786437340E-3
159.000000000000030E+0	999.263015433647930E-3
160.000000000000030E+0	997.607243023561520E-3
161.000000000000030E+0	997.666324365974020E-3
162.000000000000030E+0	999.833392684776670E-3
163.000000000000030E+0	999.656091410660920E-3
164.000000000000030E+0	998.999852033736650E-3
165.000000000000030E+0	999.361750756956320E-3
166.000000000000030E+0	994.692503352392230E-3
167.000000000000030E+0	998.843658289471750E-3
168.000000000000030E+0	999.047330821151380E-3
169.000000000000030E+0	996.554207273937730E-3
170.000000000000030E+0	998.626546158632890E-3
171.000000000000030E+0	999.340454253646260E-3
172.000000000000030E+0	999.154911969039830E-3
173.000000000000030E+0	998.124334226027530E-3
174.000000000000030E+0	997.216024595415920E-3
175.000000000000030E+0	974.459742614535500E-3
176.000000000000030E+0	985.397163910665780E-3
177.000000000000030E+0	986.614957818663600E-3
178.000000000000030E+0	994.394843661518090E-3
179.000000000000030E+0	973.269006639057470E-3
180.000000000000030E+0	997.809079089136630E-3
181.000000000000030E+0	999.757494644533450E-3
182.000000000000030E+0	999.588029646031220E-3
183.000000000000030E+0	999.193422586913130E-3
184.000000000000030E+0	999.378820863858980E-3
185.000000000000030E+0	986.340965415680170E-3
186.000000000000030E+0	997.277206828087070E-3
187.000000000000030E+0	998.541100968923900E-3
188.000000000000030E+0	997.240915486188650E-3
189.000000000000030E+0	999.220577820604920E-3
190.000000000000030E+0	999.422393438272330E-3
191.000000000000030E+0	999.503659917903460E-3
192.000000000000030E+0	999.295560091332800E-3
193.000000000000030E+0	998.240566779741930E-3
194.000000000000030E+0	998.513772768728660E-3
195.000000000000030E+0	998.868048314550450E-3
196.000000000000030E+0	999.256316095436860E-3
197.000000000000030E+0	998.822454468189960E-3
198.000000000000030E+0	936.996792419638180E-3
199.000000000000030E+0	998.190451042611060E-3
200.000000000000030E+0	996.618513368231930E-3
201.000000000000030E+0	998.376338044009380E-3
202.000000000000030E+0	999.054131389622180E-3
203.000000000000030E+0	966.035676756271670E-3
204.000000000000030E+0	987.372063042229460E-3
205.000000000000030E+0	981.288537911304210E-3
206.000000000000030E+0	984.747495678281680E-3
207.000000000000030E+0	976.132826685127020E-3
208.000000000000030E+0	998.148257101304950E-3
209.000000000000030E+0	999.064178941750260E-3
210.000000000000030E+0	998.190349906214580E-3
211.000000000000030E+0	996.898744221505710E-3
212.000000000000030E+0	993.858722073183040E-3
213.000000000000030E+0	999.119294337813100E-3
214.000000000000030E+0	998.964412588359220E-3
215.000000000000030E+0	997.578260953996040E-3
216.000000000000030E+0	995.005155134917940E-3
217.000000000000030E+0	994.477541019130770E-3
218.000000000000030E+0	998.809901032094770E-3
219.000000000000030E+0	994.701704888725670E-3
220.000000000000030E+0	898.416028980616230E-3
221.000000000000030E+0	992.670559587171990E-3
222.000000000000030E+0	998.104071407000080E-3
223.000000000000030E+0	998.631623377714270E-3
224.000000000000030E+0	997.897943848541910E-3
225.000000000000030E+0	996.912559176839190E-3
226.000000000000030E+0	991.126351891640560E-3
227.000000000000030E+0	996.656880721418560E-3
228.000000000000030E+0	998.681450992980000E-3
229.000000000000030E+0	998.239798968725280E-3
230.000000000000030E+0	997.718225657181600E-3
231.000000000000030E+0	998.821040775119460E-3
232.000000000000030E+0	996.668703479480220E-3
233.000000000000030E+0	984.029891983642880E-3
234.000000000000030E+0	994.512245318302290E-3
235.000000000000030E+0	993.315956634279300E-3
236.000000000000030E+0	994.075465466536360E-3
237.000000000000030E+0	832.078208626216060E-3
238.000000000000030E+0	969.558516523156280E-3
239.000000000000030E+0	992.190671505145390E-3
240.000000000000030E+0	984.313425112337770E-3
241.000000000000030E+0	998.496723101651940E-3
242.000000000000030E+0	997.625884086452250E-3
243.000000000000030E+0	995.150001392181020E-3
244.000000000000030E+0	998.387972897101570E-3
245.000000000000030E+0	940.504305004246640E-3
246.000000000000030E+0	998.163044804466270E-3
247.000000000000030E+0	999.338495520253670E-3
248.000000000000030E+0	999.040990028787320E-3
249.000000000000030E+0	995.941076762641320E-3
250.000000000000030E+0	988.003928874446320E-3
251.000000000000030E+0	994.838950206632820E-3
252.000000000000030E+0	994.107110657477250E-3
253.000000000000030E+0	995.784348141962700E-3
254.000000000000030E+0	996.499779515920610E-3
255.000000000000030E+0	998.119551129556860E-3
256.000000000000060E+0	999.480749146070210E-3
257.000000000000060E+0	999.476554321398370E-3
258.000000000000060E+0	998.569211341785440E-3
259.000000000000060E+0	997.552140010091400E-3
260.000000000000060E+0	998.508290216684630E-3
261.000000000000060E+0	994.538171585231830E-3
262.000000000000060E+0	980.667515010673400E-3
263.000000000000060E+0	992.624732045317760E-3
264.000000000000060E+0	995.641509383804690E-3
265.000000000000060E+0	997.680913435782800E-3
266.000000000000060E+0	998.701897655052680E-3
267.000000000000060E+0	999.274985771953510E-3
268.000000000000060E+0	997.992753055871760E-3
269.000000000000060E+0	998.097362761298120E-3
270.000000000000060E+0	998.785417270448670E-3
271.000000000000060E+0	993.886213735431070E-3
272.000000000000060E+0	994.246117098217090E-3
273.000000000000060E+0	996.911532641985060E-3
274.000000000000060E+0	998.143975328852240E-3
275.000000000000060E+0	998.501695345903050E-3
276.000000000000060E+0	998.446586778385710E-3
277.000000000000060E+0	995.628519480563970E-3
278.000000000000060E+0	992.481167347714960E-3
279.000000000000060E+0	997.267115741970130E-3
280.000000000000060E+0	996.354135399951320E-3
281.000000000000060E+0	994.914991533366820E-3
282.000000000000060E+0	993.842169382909260E-3
283.000000000000060E+0	998.155056359960710E-3
284.000000000000060E+0	997.053963108251890E-3
285.000000000000060E+0	997.021827368543720E-3
286.000000000000060E+0	996.415533154772270E-3
287.000000000000060E+0	974.882833893027660E-3
288.000000000000060E+0	996.851932672391580E-3
289.000000000000060E+0	996.099992628818990E-3
290.000000000000060E+0	991.022266879030280E-3
291.000000000000060E+0	992.648245319996960E-3
292.000000000000060E+0	996.262572830494350E-3
293.000000000000060E+0	996.807901761206150E-3
294.000000000000060E+0	996.261605933617460E-3
295.000000000000060E+0	994.583017715995890E-3
296.000000000000060E+0	997.336395958915430E-3
297.000000000000060E+0	999.288916976525550E-3
298.000000000000060E+0	998.970083750104990E-3
299.000000000000060E+0	995.979696496755440E-3
300.000000000000060E+0	973.858437521329170E-3
301.000000000000060E+0	997.995592854584170E-3
302.000000000000060E+0	999.241449980949990E-3
303.000000000000060E+0	984.083562522598320E-3
304.000000000000060E+0	997.130149236858610E-3
305.000000000000060E+0	996.632714831046210E-3
306.000000000000060E+0	997.315424496219900E-3
307.000000000000060E+0	998.595448398533200E-3
308.000000000000060E+0	998.207075897383560E-3
309.000000000000060E+0	992.352708925697930E-3
310.000000000000060E+0	993.786331421804610E-3
311.000000000000060E+0	998.304314232101640E-3
312.000000000000060E+0	997.848367573231700E-3
313.000000000000060E+0	994.704377394993070E-3
314.000000000000060E+0	996.383788818376190E-3
315.000000000000060E+0	997.788233475385370E-3
316.000000000000060E+0	997.284861248805660E-3
317.000000000000060E+0	998.638973914980690E-3
318.000000000000060E+0	997.916338675703170E-3
319.000000000000060E+0	994.730727703906030E-3
320.000000000000060E+0	998.429210495527020E-3
