Freq (Hz)	Coh_accelerometre /source
source
source
10.000000000000018E+0	992.331787763240820E-3
11.000000000000020E+0	990.282521104405290E-3
12.000000000000021E+0	974.793158379666400E-3
13.000000000000023E+0	959.350593388904050E-3
14.000000000000025E+0	997.690154383607860E-3
15.000000000000027E+0	998.564943326811450E-3
16.000000000000028E+0	986.281275180104330E-3
17.000000000000028E+0	998.642671348145990E-3
18.000000000000028E+0	999.441839296880570E-3
19.000000000000028E+0	998.135444086757250E-3
20.000000000000028E+0	999.167400088850850E-3
21.000000000000028E+0	999.600219547977840E-3
22.000000000000028E+0	999.416420180161860E-3
23.000000000000028E+0	999.611962574776140E-3
24.000000000000028E+0	999.848499493504740E-3
25.000000000000028E+0	999.946297003010190E-3
26.000000000000028E+0	999.984194228231040E-3
27.000000000000028E+0	999.925058127508650E-3
28.000000000000028E+0	999.858097404760730E-3
29.000000000000028E+0	999.701154207674690E-3
30.000000000000028E+0	999.537955689266290E-3
31.000000000000028E+0	999.909193956250660E-3
32.000000000000028E+0	999.924530757303920E-3
33.000000000000028E+0	999.843339929672230E-3
34.000000000000028E+0	999.703793511773630E-3
35.000000000000028E+0	999.700524048436570E-3
36.000000000000028E+0	999.821150816926910E-3
37.000000000000028E+0	999.923348826410210E-3
38.000000000000028E+0	999.664079619838720E-3
39.000000000000028E+0	999.493115963686510E-3
40.000000000000028E+0	999.687397946693700E-3
41.000000000000028E+0	999.815824948480090E-3
42.000000000000028E+0	999.863480787929410E-3
43.000000000000028E+0	999.823595093129350E-3
44.000000000000028E+0	999.801609263967440E-3
45.000000000000028E+0	999.849730017044690E-3
46.000000000000028E+0	999.957411490789760E-3
47.000000000000028E+0	999.945972128880140E-3
48.000000000000028E+0	999.846203592098640E-3
49.000000000000028E+0	999.875204920615430E-3
50.000000000000028E+0	999.909632853042460E-3
51.000000000000028E+0	999.902293849932230E-3
52.000000000000028E+0	999.806106591938800E-3
53.000000000000028E+0	998.754174857954700E-3
54.000000000000028E+0	999.687937350776210E-3
55.000000000000028E+0	999.864649913175810E-3
56.000000000000028E+0	999.908128498040780E-3
57.000000000000028E+0	999.904364385249430E-3
58.000000000000028E+0	999.770575085718870E-3
59.000000000000028E+0	999.948590667337770E-3
60.000000000000028E+0	999.937247483902220E-3
61.000000000000028E+0	999.934083951363520E-3
62.000000000000028E+0	999.872300927010960E-3
63.000000000000028E+0	999.934556555596600E-3
64.000000000000028E+0	999.959659736746830E-3
65.000000000000028E+0	999.939963808471940E-3
66.000000000000028E+0	999.896325197250690E-3
67.000000000000028E+0	999.739221177185720E-3
68.000000000000028E+0	999.817286307604470E-3
69.000000000000028E+0	999.848299390756920E-3
70.000000000000028E+0	999.905753362042570E-3
71.000000000000028E+0	999.570373882876060E-3
72.000000000000028E+0	999.735451986236370E-3
73.000000000000028E+0	999.847026373783310E-3
74.000000000000028E+0	999.884750195623730E-3
75.000000000000028E+0	999.678284282258580E-3
76.000000000000028E+0	999.780481955146350E-3
77.000000000000028E+0	998.857246772920870E-3
78.000000000000028E+0	999.896702928674160E-3
79.000000000000028E+0	999.808416224853170E-3
80.000000000000028E+0	999.584047446493650E-3
81.000000000000028E+0	960.837395239539150E-3
82.000000000000028E+0	968.480257949821730E-3
83.000000000000028E+0	995.515410597834550E-3
84.000000000000028E+0	998.833101031087690E-3
85.000000000000028E+0	988.363326039142230E-3
86.000000000000028E+0	994.649097951111670E-3
87.000000000000028E+0	997.249513701468530E-3
88.000000000000028E+0	999.466191317780360E-3
89.000000000000028E+0	999.507643891332950E-3
90.000000000000028E+0	994.894678847014320E-3
91.000000000000028E+0	999.486717888642070E-3
92.000000000000028E+0	998.471845623866930E-3
93.000000000000028E+0	998.613691734617000E-3
94.000000000000028E+0	999.383286527668500E-3
95.000000000000028E+0	995.164641960278650E-3
96.000000000000028E+0	999.134034658195060E-3
97.000000000000028E+0	999.696851454674790E-3
98.000000000000028E+0	999.768266200493190E-3
99.000000000000028E+0	998.809880585486920E-3
100.000000000000030E+0	997.776097677650190E-3
101.000000000000030E+0	999.711298834417890E-3
102.000000000000030E+0	999.735141438056530E-3
103.000000000000030E+0	993.964379838125130E-3
104.000000000000030E+0	999.561221431891630E-3
105.000000000000030E+0	999.209736552702950E-3
106.000000000000030E+0	999.783276983078450E-3
107.000000000000030E+0	999.610629460318530E-3
108.000000000000030E+0	999.160140484281920E-3
109.000000000000030E+0	998.393572418755150E-3
110.000000000000030E+0	999.446791008622330E-3
111.000000000000030E+0	999.626468568941440E-3
112.000000000000030E+0	999.449388761013190E-3
113.000000000000030E+0	998.637062135188440E-3
114.000000000000030E+0	992.885750399480460E-3
115.000000000000030E+0	989.132229723843180E-3
116.000000000000030E+0	994.695851822224640E-3
117.000000000000030E+0	998.664297221156020E-3
118.000000000000030E+0	999.874412109840180E-3
119.000000000000030E+0	994.878019805511160E-3
120.000000000000030E+0	997.235025948520650E-3
121.000000000000030E+0	999.654600650743740E-3
122.000000000000030E+0	999.354080418959460E-3
123.000000000000030E+0	999.700418602628590E-3
124.000000000000030E+0	999.759143855359690E-3
125.000000000000030E+0	999.758067079830060E-3
126.000000000000030E+0	999.903114833874400E-3
127.000000000000030E+0	999.920290648041890E-3
128.000000000000030E+0	999.584316531640480E-3
129.000000000000030E+0	999.865937763373290E-3
130.000000000000030E+0	999.911757224409500E-3
131.000000000000030E+0	999.753859551072650E-3
132.000000000000030E+0	998.849917262328970E-3
133.000000000000030E+0	999.843154689400440E-3
134.000000000000030E+0	999.747780094977220E-3
135.000000000000030E+0	999.655580482481150E-3
136.000000000000030E+0	999.793531360393840E-3
137.000000000000030E+0	999.376525637317380E-3
138.000000000000030E+0	999.831454359405790E-3
139.000000000000030E+0	999.805159408689410E-3
140.000000000000030E+0	999.531285982659720E-3
141.000000000000030E+0	999.056047983389430E-3
142.000000000000030E+0	998.522321070937630E-3
143.000000000000030E+0	999.465335705466250E-3
144.000000000000030E+0	999.401751500227140E-3
145.000000000000030E+0	999.089204117260760E-3
146.000000000000030E+0	999.428965629894250E-3
147.000000000000030E+0	997.305943772527240E-3
148.000000000000030E+0	999.562446171642360E-3
149.000000000000030E+0	999.692764173143680E-3
150.000000000000030E+0	998.759568162571610E-3
151.000000000000030E+0	998.354103426109970E-3
152.000000000000030E+0	999.504186257853420E-3
153.000000000000030E+0	999.233431566407760E-3
154.000000000000030E+0	999.295423617764690E-3
155.000000000000030E+0	999.396703981758730E-3
156.000000000000030E+0	997.399878570818800E-3
157.000000000000030E+0	999.396071237078520E-3
158.000000000000030E+0	999.605168812543020E-3
159.000000000000030E+0	999.312975170742020E-3
160.000000000000030E+0	997.667243668399430E-3
161.000000000000030E+0	998.445585418185730E-3
162.000000000000030E+0	999.718569096202380E-3
163.000000000000030E+0	999.399118878181560E-3
164.000000000000030E+0	999.348651578271570E-3
165.000000000000030E+0	999.453883225687730E-3
166.000000000000030E+0	998.265054739713940E-3
167.000000000000030E+0	999.531168923304620E-3
168.000000000000030E+0	999.342853747556820E-3
169.000000000000030E+0	995.713492156061640E-3
170.000000000000030E+0	999.485528269271950E-3
171.000000000000030E+0	999.288882401141000E-3
172.000000000000030E+0	999.017845591453790E-3
173.000000000000030E+0	998.686778993159830E-3
174.000000000000030E+0	998.267002231562510E-3
175.000000000000030E+0	996.410774791823160E-3
176.000000000000030E+0	998.029500696538170E-3
177.000000000000030E+0	996.700131579204670E-3
178.000000000000030E+0	997.038209371087890E-3
179.000000000000030E+0	978.636211671552120E-3
180.000000000000030E+0	998.453398943996210E-3
181.000000000000030E+0	999.329008188295730E-3
182.000000000000030E+0	997.663815808567780E-3
183.000000000000030E+0	998.089538407887060E-3
184.000000000000030E+0	998.558767169920090E-3
185.000000000000030E+0	999.098820298766950E-3
186.000000000000030E+0	999.456711578632360E-3
187.000000000000030E+0	999.315831683393660E-3
188.000000000000030E+0	999.682657677424590E-3
189.000000000000030E+0	999.281311554609530E-3
190.000000000000030E+0	998.967567678346820E-3
191.000000000000030E+0	999.414018590546900E-3
192.000000000000030E+0	998.630868377769150E-3
193.000000000000030E+0	998.749068864217210E-3
194.000000000000030E+0	999.647722658463360E-3
195.000000000000030E+0	999.596738241170570E-3
196.000000000000030E+0	999.747809020553820E-3
197.000000000000030E+0	999.293052420068160E-3
198.000000000000030E+0	992.994193618888850E-3
199.000000000000030E+0	999.361766449272880E-3
200.000000000000030E+0	999.099285016955110E-3
201.000000000000030E+0	998.269038073859580E-3
202.000000000000030E+0	997.422651570110560E-3
203.000000000000030E+0	993.389693031173530E-3
204.000000000000030E+0	998.033589116002710E-3
205.000000000000030E+0	996.247130837115470E-3
206.000000000000030E+0	998.369428953270630E-3
207.000000000000030E+0	995.919997002469360E-3
208.000000000000030E+0	994.766248223124980E-3
209.000000000000030E+0	998.151819348311760E-3
210.000000000000030E+0	995.438400927074030E-3
211.000000000000030E+0	989.258344508953000E-3
212.000000000000030E+0	998.379611142923840E-3
213.000000000000030E+0	998.733729536370960E-3
214.000000000000030E+0	990.226197731855720E-3
215.000000000000030E+0	981.546344731797470E-3
216.000000000000030E+0	451.999862890977930E-3
217.000000000000030E+0	996.371713605714860E-3
218.000000000000030E+0	999.311251557362890E-3
219.000000000000030E+0	999.374385290405340E-3
220.000000000000030E+0	999.340641007701040E-3
221.000000000000030E+0	996.012681705448770E-3
222.000000000000030E+0	991.512893651457230E-3
223.000000000000030E+0	998.264836966681780E-3
224.000000000000030E+0	994.842501050529740E-3
225.000000000000030E+0	998.690126618550720E-3
226.000000000000030E+0	997.780216435112390E-3
227.000000000000030E+0	995.869866428763630E-3
228.000000000000030E+0	998.418178345601650E-3
229.000000000000030E+0	998.967804843454600E-3
230.000000000000030E+0	991.516993012823810E-3
231.000000000000030E+0	995.436445933323250E-3
232.000000000000030E+0	998.245919399431410E-3
233.000000000000030E+0	998.371012516476420E-3
234.000000000000030E+0	998.292870869610490E-3
235.000000000000030E+0	995.438714317072870E-3
236.000000000000030E+0	997.668492059922470E-3
237.000000000000030E+0	997.524171950202150E-3
238.000000000000030E+0	998.375553403914480E-3
239.000000000000030E+0	996.676984419763050E-3
240.000000000000030E+0	998.375555881416020E-3
241.000000000000030E+0	997.985543391852520E-3
242.000000000000030E+0	987.121161999854670E-3
243.000000000000030E+0	994.656365377163840E-3
244.000000000000030E+0	994.901640721865150E-3
245.000000000000030E+0	993.818004565747980E-3
246.000000000000030E+0	998.378111863914010E-3
247.000000000000030E+0	999.012921014416300E-3
248.000000000000030E+0	998.464554699744160E-3
249.000000000000030E+0	998.893681946411590E-3
250.000000000000030E+0	999.106091205583140E-3
251.000000000000030E+0	997.936225476904190E-3
252.000000000000030E+0	996.343459610836150E-3
253.000000000000030E+0	994.794822358684660E-3
254.000000000000030E+0	997.933952083862820E-3
255.000000000000030E+0	998.339930416312190E-3
256.000000000000060E+0	998.516017178438960E-3
257.000000000000060E+0	999.328392160776070E-3
258.000000000000060E+0	999.575334973001660E-3
259.000000000000060E+0	999.190119411093040E-3
260.000000000000060E+0	998.007241835386470E-3
261.000000000000060E+0	982.043953713825580E-3
262.000000000000060E+0	981.263007968297350E-3
263.000000000000060E+0	995.630036391340730E-3
264.000000000000060E+0	998.223504282025660E-3
265.000000000000060E+0	998.265728416930290E-3
266.000000000000060E+0	997.643154585582840E-3
267.000000000000060E+0	997.810016204336620E-3
268.000000000000060E+0	996.013448825557090E-3
269.000000000000060E+0	992.333771516698210E-3
270.000000000000060E+0	996.673745130547740E-3
271.000000000000060E+0	961.314473591852960E-3
272.000000000000060E+0	991.888256970394070E-3
273.000000000000060E+0	994.752393404388480E-3
274.000000000000060E+0	995.188046510629750E-3
275.000000000000060E+0	995.373632948452490E-3
276.000000000000060E+0	997.093620484938210E-3
277.000000000000060E+0	994.173241040958940E-3
278.000000000000060E+0	994.711005320053630E-3
279.000000000000060E+0	997.637494717685810E-3
280.000000000000060E+0	997.431802145167800E-3
281.000000000000060E+0	995.552202486058130E-3
282.000000000000060E+0	994.851131223671080E-3
283.000000000000060E+0	998.268320983175640E-3
284.000000000000060E+0	996.951278588136260E-3
285.000000000000060E+0	997.677100415534700E-3
286.000000000000060E+0	997.415270715639510E-3
287.000000000000060E+0	992.653342452456070E-3
288.000000000000060E+0	998.117273850704920E-3
289.000000000000060E+0	998.233985882249430E-3
290.000000000000060E+0	995.666401320884690E-3
291.000000000000060E+0	996.768050454668100E-3
292.000000000000060E+0	998.106868315722040E-3
293.000000000000060E+0	997.664077778093180E-3
294.000000000000060E+0	996.342579246133670E-3
295.000000000000060E+0	994.758201063585030E-3
296.000000000000060E+0	992.998604270559300E-3
297.000000000000060E+0	995.926377315676010E-3
298.000000000000060E+0	997.321288237126290E-3
299.000000000000060E+0	996.104045866813560E-3
300.000000000000060E+0	990.253745480371480E-3
301.000000000000060E+0	996.969996504302850E-3
302.000000000000060E+0	998.190247178730620E-3
303.000000000000060E+0	994.880862421596230E-3
304.000000000000060E+0	998.277705199279160E-3
305.000000000000060E+0	996.544194692640660E-3
306.000000000000060E+0	997.177057789717100E-3
307.000000000000060E+0	998.684103961532180E-3
308.000000000000060E+0	997.360498201313340E-3
309.000000000000060E+0	994.190816049096310E-3
310.000000000000060E+0	994.304655235515810E-3
311.000000000000060E+0	997.281019724965740E-3
312.000000000000060E+0	996.666145940344190E-3
313.000000000000060E+0	990.247934072227440E-3
314.000000000000060E+0	994.591189749879590E-3
315.000000000000060E+0	995.214907011374050E-3
316.000000000000060E+0	989.775099134246220E-3
317.000000000000060E+0	995.921535648429000E-3
318.000000000000060E+0	994.936374010615410E-3
319.000000000000060E+0	992.183582485017150E-3
320.000000000000060E+0	998.212910496570240E-3
