Freq (Hz)	accelerometre (V^2 )	source
source
source(V^2 )
10.000000000000020E+0	5.265683119772953E-3	162.059455950241740E-3
11.000000000000021E+0	5.511720047774496E-3	374.864690143575540E-3
12.000000000000023E+0	1.898853402335794E-3	949.899452155390070E-3
13.000000000000025E+0	744.295606951827190E-6	1.021965124110187E+0
14.000000000000027E+0	8.584987878144242E-3	1.759776091781879E+0
15.000000000000028E+0	3.232087099527413E-3	2.430401245507894E+0
16.000000000000032E+0	5.847052234572939E-3	3.032500660411215E+0
17.000000000000036E+0	17.211184189771557E-3	4.531548793007636E+0
18.000000000000039E+0	1.334305970932153E-3	4.675029675103199E+0
19.000000000000043E+0	23.350566416499543E-3	4.836178561697898E+0
20.000000000000046E+0	20.179577774234809E-3	5.832060917729104E+0
21.000000000000050E+0	40.373890790076132E-3	8.361378238136689E+0
22.000000000000053E+0	30.627938068511419E-3	9.264577176758817E+0
23.000000000000057E+0	98.942301177993491E-3	10.818716173330047E+0
24.000000000000060E+0	185.072858477674020E-3	15.785088575487441E+0
25.000000000000064E+0	348.137899408049570E-3	23.039612152469740E+0
26.000000000000067E+0	1.033979716403709E+0	40.764440862727874E+0
27.000000000000071E+0	441.397320516350720E-3	30.633716499747653E+0
28.000000000000075E+0	351.452094674397860E-3	30.137372355930307E+0
29.000000000000078E+0	170.518001970831720E-3	17.167306044221366E+0
30.000000000000082E+0	232.259928555740680E-3	14.233193165798657E+0
31.000000000000085E+0	1.831347029385692E+0	23.240633126575776E+0
32.000000000000085E+0	1.659470743061169E+0	28.801586759885652E+0
33.000000000000085E+0	1.121202959357674E+0	29.127129079710993E+0
34.000000000000085E+0	1.112042362374724E+0	18.525758945272873E+0
35.000000000000085E+0	1.697794851455499E+0	14.811372981929836E+0
36.000000000000085E+0	2.480793151687977E+0	35.377985293014618E+0
37.000000000000085E+0	233.042559694024790E-3	55.195031073290444E+0
38.000000000000085E+0	592.179116758697610E-3	39.929069821313917E+0
39.000000000000085E+0	1.026259153087359E+0	17.670964960445747E+0
40.000000000000085E+0	1.424154715669704E+0	33.154137273354422E+0
41.000000000000085E+0	4.572783536777632E+0	70.846769611135343E+0
42.000000000000085E+0	5.037446099545020E+0	61.548869499643601E+0
43.000000000000085E+0	1.751478587932298E+0	29.439445703997315E+0
44.000000000000085E+0	1.579947657218161E+0	17.768830165085028E+0
45.000000000000085E+0	3.677096228819219E+0	45.081199838386084E+0
46.000000000000085E+0	5.232846399179842E+0	77.250058368147322E+0
47.000000000000085E+0	4.469805865266650E+0	63.511441726363884E+0
48.000000000000085E+0	3.303885602622419E+0	30.401396865742765E+0
49.000000000000085E+0	2.500469399966390E+0	27.336290149377003E+0
50.000000000000085E+0	6.144067188137968E+0	92.450872251052516E+0
51.000000000000085E+0	8.132513548036851E+0	130.863718791594780E+0
52.000000000000085E+0	3.270483814016299E+0	72.120563361783169E+0
53.000000000000085E+0	1.458446201346236E+0	36.027231286144620E+0
54.000000000000085E+0	2.789096909820321E+0	79.714250144958157E+0
55.000000000000085E+0	2.804362241311375E+0	102.505167850983870E+0
56.000000000000085E+0	2.079479783943924E+0	102.739436158141490E+0
57.000000000000085E+0	548.860492181871610E-3	60.033586868558487E+0
58.000000000000085E+0	39.244562539029790E-3	16.724980957548766E+0
59.000000000000085E+0	1.807027522557248E+0	99.629255297689255E+0
60.000000000000085E+0	4.063725907082028E+0	202.341320700986590E+0
61.000000000000085E+0	949.154623499081750E-3	115.089018030223060E+0
62.000000000000085E+0	426.663594777250910E-3	35.281690389225687E+0
63.000000000000085E+0	405.799004756310140E-3	128.819291241420470E+0
64.000000000000085E+0	363.962054952641390E-3	200.805460379495800E+0
65.000000000000085E+0	375.937019719196800E-3	293.178241946421740E+0
66.000000000000085E+0	660.680161007683010E-3	333.649769820216190E+0
67.000000000000085E+0	6.902782871829615E+0	114.870013937856580E+0
68.000000000000085E+0	14.843498842990439E+0	135.260327883648390E+0
69.000000000000085E+0	18.676342291843021E+0	347.506600445105620E+0
70.000000000000085E+0	19.265186009366854E+0	339.090006727821560E+0
71.000000000000085E+0	17.825875381759140E+0	124.799521715145290E+0
72.000000000000085E+0	33.479095311479128E+0	107.927002753909920E+0
73.000000000000085E+0	55.813983497873394E+0	293.937614892758520E+0
74.000000000000085E+0	57.281115992889184E+0	345.084221668658470E+0
75.000000000000085E+0	49.254500124442202E+0	347.421694963072130E+0
76.000000000000085E+0	21.018710751980578E+0	272.556782265497640E+0
77.000000000000085E+0	27.054707944460251E+0	138.812710671774250E+0
78.000000000000085E+0	79.779135497431255E+0	503.850048381659120E+0
79.000000000000085E+0	62.825939069722118E+0	521.779500136848350E+0
80.000000000000085E+0	11.648583118394594E+0	132.755872614562520E+0
81.000000000000085E+0	11.872308858274602E+0	65.488785158630918E+0
82.000000000000085E+0	23.264215947908639E+0	143.168280904696730E+0
83.000000000000085E+0	23.368466889764964E+0	201.841605518734330E+0
84.000000000000085E+0	6.401506665742323E+0	129.860346003662040E+0
85.000000000000085E+0	1.365675780414566E+0	51.394873753349678E+0
86.000000000000085E+0	460.570009807218180E-3	39.663494544502498E+0
87.000000000000085E+0	7.007071789133095E+0	39.240231549531792E+0
88.000000000000085E+0	29.791313542377804E+0	194.014929508264570E+0
89.000000000000085E+0	16.392075989833128E+0	155.697579440085180E+0
90.000000000000085E+0	571.328270391757150E-3	4.280552278598152E+0
91.000000000000085E+0	12.274022243077674E+0	59.366931640372002E+0
92.000000000000085E+0	12.246830023909601E+0	95.231771470509770E+0
93.000000000000085E+0	5.152032187351618E+0	56.823282829345558E+0
94.000000000000085E+0	4.034197735515303E+0	48.790910047621786E+0
95.000000000000085E+0	1.184640001889449E+0	24.488539500977037E+0
96.000000000000085E+0	4.270063152694788E+0	26.755138077226668E+0
97.000000000000085E+0	14.860421445265837E+0	107.169836397024820E+0
98.000000000000085E+0	10.931069501067743E+0	102.820152452136270E+0
99.000000000000085E+0	4.745031285496298E+0	39.801262469543602E+0
