Freq (Hz)	Coh_accelerometre /source
source
source
10.000000000000018E+0	998.439957026872710E-3
11.000000000000020E+0	997.298800884927390E-3
12.000000000000021E+0	993.542786678052400E-3
13.000000000000023E+0	984.241557958718040E-3
14.000000000000025E+0	997.483489222030450E-3
15.000000000000027E+0	997.636084675116000E-3
16.000000000000028E+0	998.731612187477080E-3
17.000000000000028E+0	999.208906337973660E-3
18.000000000000028E+0	986.835915899300090E-3
19.000000000000028E+0	999.692759678632580E-3
20.000000000000028E+0	999.097659042956890E-3
21.000000000000028E+0	999.601410537086840E-3
22.000000000000028E+0	999.463156856920110E-3
23.000000000000028E+0	999.615907805058930E-3
24.000000000000028E+0	999.887905575326700E-3
25.000000000000028E+0	999.890684285080210E-3
26.000000000000028E+0	999.963539122668000E-3
27.000000000000028E+0	999.875236717648110E-3
28.000000000000028E+0	999.951810654416630E-3
29.000000000000028E+0	999.762291761918330E-3
30.000000000000028E+0	999.202511638457520E-3
31.000000000000028E+0	999.840714569829150E-3
32.000000000000028E+0	999.873526184627100E-3
33.000000000000028E+0	999.843880660937880E-3
34.000000000000028E+0	999.895999530762800E-3
35.000000000000028E+0	999.858354102049710E-3
36.000000000000028E+0	999.798045894994100E-3
37.000000000000028E+0	997.525660646183530E-3
38.000000000000028E+0	999.672330884455950E-3
39.000000000000028E+0	999.745765090707780E-3
40.000000000000028E+0	999.852405345983410E-3
41.000000000000028E+0	999.903783319262220E-3
42.000000000000028E+0	999.953058412525240E-3
43.000000000000028E+0	999.856878881462240E-3
44.000000000000028E+0	999.740610542408040E-3
45.000000000000028E+0	999.838075159027890E-3
46.000000000000028E+0	999.904511058691600E-3
47.000000000000028E+0	999.907566044036630E-3
48.000000000000028E+0	999.849827732593680E-3
49.000000000000028E+0	999.851397575566620E-3
50.000000000000028E+0	999.975195195563220E-3
51.000000000000028E+0	999.969417620216290E-3
52.000000000000028E+0	999.944617282031660E-3
53.000000000000028E+0	999.898330446881140E-3
54.000000000000028E+0	999.914919829354100E-3
55.000000000000028E+0	999.896008193287060E-3
56.000000000000028E+0	999.876152990440860E-3
57.000000000000028E+0	999.441976151843380E-3
58.000000000000028E+0	993.191545232282040E-3
59.000000000000028E+0	999.877384769370270E-3
60.000000000000028E+0	999.926926695705040E-3
61.000000000000028E+0	999.386621459618210E-3
62.000000000000028E+0	995.752860822557760E-3
63.000000000000028E+0	997.334370145781300E-3
64.000000000000028E+0	997.490191773994560E-3
65.000000000000028E+0	997.481745236913240E-3
66.000000000000028E+0	997.986551756027680E-3
67.000000000000028E+0	999.568697472969950E-3
68.000000000000028E+0	999.800051271593990E-3
69.000000000000028E+0	999.728030956556270E-3
70.000000000000028E+0	999.722681211984600E-3
71.000000000000028E+0	999.908317592913320E-3
72.000000000000028E+0	999.827154302374010E-3
73.000000000000028E+0	999.894667507862380E-3
74.000000000000028E+0	999.905316940107090E-3
75.000000000000028E+0	999.864938511633720E-3
76.000000000000028E+0	999.768073763786290E-3
77.000000000000028E+0	999.887201551728280E-3
78.000000000000028E+0	999.918578341156490E-3
79.000000000000028E+0	999.934212770524630E-3
80.000000000000028E+0	999.678867760581790E-3
81.000000000000028E+0	999.590023691509290E-3
82.000000000000028E+0	999.844568609825180E-3
83.000000000000028E+0	999.828507505882480E-3
84.000000000000028E+0	999.418705311463600E-3
85.000000000000028E+0	997.519831685742100E-3
86.000000000000028E+0	990.769749720977090E-3
87.000000000000028E+0	999.432818364885950E-3
88.000000000000028E+0	999.892224625951950E-3
89.000000000000028E+0	999.887772856476450E-3
90.000000000000028E+0	995.084903451710520E-3
91.000000000000028E+0	999.597015065032620E-3
92.000000000000028E+0	999.730743627504690E-3
93.000000000000028E+0	999.317090282630050E-3
94.000000000000028E+0	999.259845122548060E-3
95.000000000000028E+0	998.635574852673290E-3
96.000000000000028E+0	999.372432847593810E-3
97.000000000000028E+0	999.748022431400930E-3
98.000000000000028E+0	999.745535911619740E-3
99.000000000000028E+0	999.334728391573220E-3
100.000000000000030E+0	998.437173698147880E-3
101.000000000000030E+0	999.824324419505310E-3
102.000000000000030E+0	999.673383547586280E-3
103.000000000000030E+0	988.700514103461820E-3
104.000000000000030E+0	999.046438020361750E-3
105.000000000000030E+0	926.913456739121950E-3
106.000000000000030E+0	999.534346554569960E-3
107.000000000000030E+0	999.814676535484610E-3
108.000000000000030E+0	999.592871343881190E-3
109.000000000000030E+0	997.317102301395030E-3
110.000000000000030E+0	999.649253701487830E-3
111.000000000000030E+0	999.762133283694790E-3
112.000000000000030E+0	999.462495298634620E-3
113.000000000000030E+0	999.437349510308270E-3
114.000000000000030E+0	999.434293623107870E-3
115.000000000000030E+0	999.400724139396620E-3
116.000000000000030E+0	999.449639010319800E-3
117.000000000000030E+0	999.630329216594780E-3
118.000000000000030E+0	999.693327999580330E-3
119.000000000000030E+0	996.887639260467640E-3
120.000000000000030E+0	997.808056201806790E-3
121.000000000000030E+0	998.006202365731680E-3
122.000000000000030E+0	998.919502119318130E-3
123.000000000000030E+0	998.414683389338030E-3
124.000000000000030E+0	998.666717213057440E-3
125.000000000000030E+0	998.663523633637750E-3
126.000000000000030E+0	998.735727752005360E-3
127.000000000000030E+0	997.669138642323090E-3
128.000000000000030E+0	997.649426183883520E-3
129.000000000000030E+0	999.047384773949160E-3
130.000000000000030E+0	995.872338755704910E-3
131.000000000000030E+0	918.880917488057000E-3
132.000000000000030E+0	991.344309659959450E-3
133.000000000000030E+0	990.589124543772010E-3
134.000000000000030E+0	998.884089171185870E-3
135.000000000000030E+0	997.484050229316410E-3
136.000000000000030E+0	997.198680843253250E-3
137.000000000000030E+0	998.387756007014680E-3
138.000000000000030E+0	998.326506663831050E-3
139.000000000000030E+0	997.900918968793070E-3
140.000000000000030E+0	986.152190966281820E-3
141.000000000000030E+0	976.147330486251800E-3
142.000000000000030E+0	998.178657442898020E-3
143.000000000000030E+0	999.437421096025070E-3
144.000000000000030E+0	999.745932113178410E-3
145.000000000000030E+0	999.758750715625370E-3
146.000000000000030E+0	999.578138778721480E-3
147.000000000000030E+0	999.231006201330210E-3
148.000000000000030E+0	999.043032331801030E-3
149.000000000000030E+0	998.687649321036260E-3
150.000000000000030E+0	998.663726375009890E-3
151.000000000000030E+0	998.922099934767100E-3
152.000000000000030E+0	999.462892372460660E-3
153.000000000000030E+0	999.715111651891860E-3
154.000000000000030E+0	999.751732740258640E-3
155.000000000000030E+0	999.737986705360070E-3
156.000000000000030E+0	998.487303099236060E-3
157.000000000000030E+0	997.839475370186020E-3
158.000000000000030E+0	999.107545438690740E-3
159.000000000000030E+0	999.294716660156680E-3
160.000000000000030E+0	993.790991964611850E-3
161.000000000000030E+0	998.503113036535830E-3
162.000000000000030E+0	999.657209924336490E-3
163.000000000000030E+0	999.347902802999230E-3
164.000000000000030E+0	998.444723550614090E-3
165.000000000000030E+0	996.572708752733850E-3
166.000000000000030E+0	996.759880675789360E-3
167.000000000000030E+0	999.670705330979460E-3
168.000000000000030E+0	999.589408107435790E-3
169.000000000000030E+0	997.825816386941900E-3
170.000000000000030E+0	993.900781892684050E-3
171.000000000000030E+0	995.901942468313870E-3
172.000000000000030E+0	997.914466347193500E-3
173.000000000000030E+0	997.311253443412870E-3
174.000000000000030E+0	994.387230088169540E-3
175.000000000000030E+0	998.447083190244550E-3
176.000000000000030E+0	999.029503663324440E-3
177.000000000000030E+0	999.234717669056920E-3
178.000000000000030E+0	999.031190419342300E-3
179.000000000000030E+0	993.605280988504870E-3
180.000000000000030E+0	999.355196948923940E-3
181.000000000000030E+0	999.612294581438630E-3
182.000000000000030E+0	997.033892298738070E-3
183.000000000000030E+0	990.821320574642890E-3
184.000000000000030E+0	987.190455676735360E-3
185.000000000000030E+0	993.193385499663180E-3
186.000000000000030E+0	997.051983847869860E-3
187.000000000000030E+0	997.838841213255830E-3
188.000000000000030E+0	995.166461080506440E-3
189.000000000000030E+0	996.311263028794020E-3
190.000000000000030E+0	998.958520327321570E-3
191.000000000000030E+0	999.153489526268370E-3
192.000000000000030E+0	998.918030014999680E-3
193.000000000000030E+0	996.960655299659160E-3
194.000000000000030E+0	995.677834705978700E-3
195.000000000000030E+0	997.629932694400150E-3
196.000000000000030E+0	999.619741396196580E-3
197.000000000000030E+0	999.692233433750350E-3
198.000000000000030E+0	995.925206082924340E-3
199.000000000000030E+0	996.633231208441610E-3
200.000000000000030E+0	995.110372210394220E-3
201.000000000000030E+0	996.659311208793590E-3
202.000000000000030E+0	999.221059012061040E-3
203.000000000000030E+0	999.451875581007120E-3
204.000000000000030E+0	999.612952458134530E-3
205.000000000000030E+0	999.260335413703740E-3
206.000000000000030E+0	998.674989553172130E-3
207.000000000000030E+0	997.998001403468390E-3
208.000000000000030E+0	999.314382902084300E-3
209.000000000000030E+0	999.628333126393990E-3
210.000000000000030E+0	999.270005249125680E-3
211.000000000000030E+0	992.436224885819620E-3
212.000000000000030E+0	999.816882259622620E-3
213.000000000000030E+0	999.772792625512220E-3
214.000000000000030E+0	971.250140045735620E-3
215.000000000000030E+0	995.391006864618900E-3
216.000000000000030E+0	997.838458874163450E-3
217.000000000000030E+0	999.206154249345780E-3
218.000000000000030E+0	999.776447181218940E-3
219.000000000000030E+0	999.627221624805000E-3
220.000000000000030E+0	998.935947138000160E-3
221.000000000000030E+0	998.801983654682760E-3
222.000000000000030E+0	998.821311518434780E-3
223.000000000000030E+0	998.191405939099500E-3
224.000000000000030E+0	994.895532768129140E-3
225.000000000000030E+0	998.787400033075530E-3
226.000000000000030E+0	996.666048843138140E-3
227.000000000000030E+0	997.175191152345100E-3
228.000000000000030E+0	999.184834383449520E-3
229.000000000000030E+0	998.413319091535630E-3
230.000000000000030E+0	989.649753914706890E-3
231.000000000000030E+0	997.832998813241610E-3
232.000000000000030E+0	999.015114697828550E-3
233.000000000000030E+0	998.472130213082450E-3
234.000000000000030E+0	997.724271242919180E-3
235.000000000000030E+0	968.665287102925540E-3
236.000000000000030E+0	993.361886966865560E-3
237.000000000000030E+0	997.353374784481720E-3
238.000000000000030E+0	997.565944890207450E-3
239.000000000000030E+0	994.679152111690780E-3
240.000000000000030E+0	990.333298110722460E-3
241.000000000000030E+0	992.340917093506020E-3
242.000000000000030E+0	983.844096637728090E-3
243.000000000000030E+0	980.233487560390640E-3
244.000000000000030E+0	998.677450931389600E-3
245.000000000000030E+0	999.183884465618570E-3
246.000000000000030E+0	996.655378424425090E-3
247.000000000000030E+0	990.630687467257130E-3
248.000000000000030E+0	997.486308418276790E-3
249.000000000000030E+0	998.874103936664870E-3
250.000000000000030E+0	992.930747059590170E-3
251.000000000000030E+0	976.902569544141790E-3
252.000000000000030E+0	994.199708119802630E-3
253.000000000000030E+0	997.635020076197530E-3
254.000000000000030E+0	989.105097138302640E-3
255.000000000000030E+0	997.174394102430030E-3
256.000000000000060E+0	999.445921570833450E-3
257.000000000000060E+0	996.112815462553480E-3
258.000000000000060E+0	940.864604483970130E-3
259.000000000000060E+0	933.105249518248690E-3
260.000000000000060E+0	980.381139251508270E-3
261.000000000000060E+0	996.920778523492810E-3
262.000000000000060E+0	998.916655512822050E-3
263.000000000000060E+0	999.071889890111530E-3
264.000000000000060E+0	999.386891971205670E-3
265.000000000000060E+0	998.771211381614840E-3
266.000000000000060E+0	965.739431581127520E-3
267.000000000000060E+0	997.147063451935270E-3
268.000000000000060E+0	983.180513181895480E-3
269.000000000000060E+0	987.438727462014890E-3
270.000000000000060E+0	990.429734592555120E-3
271.000000000000060E+0	990.729203270757750E-3
272.000000000000060E+0	998.079343735719830E-3
273.000000000000060E+0	995.707837611565000E-3
274.000000000000060E+0	987.514970990137070E-3
275.000000000000060E+0	986.770458265980860E-3
276.000000000000060E+0	997.092960992440820E-3
277.000000000000060E+0	997.102424600615710E-3
278.000000000000060E+0	996.388548540521610E-3
279.000000000000060E+0	998.380200944262390E-3
280.000000000000060E+0	997.854625029355850E-3
281.000000000000060E+0	997.981547711350280E-3
282.000000000000060E+0	995.706369586275790E-3
283.000000000000060E+0	997.713231227901120E-3
284.000000000000060E+0	996.325128880233060E-3
285.000000000000060E+0	997.721996728691220E-3
286.000000000000060E+0	998.054277167137020E-3
287.000000000000060E+0	988.465806305501960E-3
288.000000000000060E+0	997.809784798950770E-3
289.000000000000060E+0	997.875882835061230E-3
290.000000000000060E+0	989.768367206971480E-3
291.000000000000060E+0	994.450113413037570E-3
292.000000000000060E+0	995.620737775202770E-3
293.000000000000060E+0	994.190602767815900E-3
294.000000000000060E+0	992.170133173401190E-3
295.000000000000060E+0	995.212403552264810E-3
296.000000000000060E+0	992.750639854103280E-3
297.000000000000060E+0	992.872485899227610E-3
298.000000000000060E+0	996.171454448256940E-3
299.000000000000060E+0	995.166922183524200E-3
300.000000000000060E+0	989.792858843168700E-3
301.000000000000060E+0	996.873355357460130E-3
302.000000000000060E+0	998.583073367348860E-3
303.000000000000060E+0	992.574701071602730E-3
304.000000000000060E+0	996.880139781383570E-3
305.000000000000060E+0	994.978349160174690E-3
306.000000000000060E+0	993.686157848295840E-3
307.000000000000060E+0	997.366332627468210E-3
308.000000000000060E+0	995.987118971337630E-3
309.000000000000060E+0	988.017081806755180E-3
310.000000000000060E+0	987.372426150837870E-3
311.000000000000060E+0	995.679215405265380E-3
312.000000000000060E+0	995.265441755771470E-3
313.000000000000060E+0	991.795929531528400E-3
314.000000000000060E+0	996.072579603957560E-3
315.000000000000060E+0	997.198657641862770E-3
316.000000000000060E+0	995.346794335401520E-3
317.000000000000060E+0	996.944659791135560E-3
318.000000000000060E+0	997.061254333268860E-3
319.000000000000060E+0	989.366152156478160E-3
320.000000000000060E+0	998.062452555135810E-3
