Freq (Hz)	accelerometre (V^2 )	source
source
source(V^2 )
10.000000000000020E+0	5.704208172054880E-3	149.553758991431580E-3
11.000000000000021E+0	11.411113247383052E-3	375.217538128289450E-3
12.000000000000023E+0	4.386718822657102E-3	901.767702601838690E-3
13.000000000000025E+0	902.593445629488640E-6	980.485880817994700E-3
14.000000000000027E+0	10.693863424690869E-3	1.767802556039872E+0
15.000000000000028E+0	8.374446518328164E-3	2.362048287877193E+0
16.000000000000032E+0	14.856159642378897E-3	3.186069498906269E+0
17.000000000000036E+0	2.134444270931881E-3	4.191663182483733E+0
18.000000000000039E+0	19.913833347856451E-3	4.750916886804609E+0
19.000000000000043E+0	52.114522560694251E-3	4.873985184870420E+0
20.000000000000046E+0	20.008320910436979E-3	5.966385042312424E+0
21.000000000000050E+0	49.493283269426265E-3	7.416372070510995E+0
22.000000000000053E+0	152.788772157646520E-3	9.688762143972841E+0
23.000000000000057E+0	78.715760697508116E-3	10.028762190894936E+0
24.000000000000060E+0	265.230803860038440E-3	14.881914482029853E+0
25.000000000000064E+0	756.906429090209110E-3	21.769945685831644E+0
26.000000000000067E+0	1.669114143455151E+0	38.617852864100925E+0
27.000000000000071E+0	1.566547762334449E+0	36.877601518349046E+0
28.000000000000075E+0	1.007342448369313E+0	31.807875395401574E+0
29.000000000000078E+0	382.178629299501640E-3	18.099378085464572E+0
30.000000000000082E+0	69.943596528048532E-3	13.464761349437794E+0
31.000000000000085E+0	424.194118815214850E-3	22.915054969412161E+0
32.000000000000085E+0	1.319082853585009E+0	35.507269721072063E+0
33.000000000000085E+0	564.937502057755060E-3	28.876994768467522E+0
34.000000000000085E+0	331.299574700419710E-3	21.414494408047108E+0
35.000000000000085E+0	48.143344107809835E-3	15.764755651345485E+0
36.000000000000085E+0	285.136452983594750E-3	31.890226866613915E+0
37.000000000000085E+0	2.118593008658926E+0	54.802907365830414E+0
38.000000000000085E+0	890.309555825195330E-3	38.786139701042458E+0
39.000000000000085E+0	358.645323526638420E-3	17.025658228881795E+0
40.000000000000085E+0	684.502961824420500E-3	32.247740415443260E+0
41.000000000000085E+0	776.332885585866110E-3	72.358174223879843E+0
42.000000000000085E+0	92.475596352549025E-3	69.373469037294910E+0
43.000000000000085E+0	316.022637941706760E-3	31.979739749970690E+0
44.000000000000085E+0	1.500279166923625E+0	19.895651612001686E+0
45.000000000000085E+0	5.098676071085062E+0	46.524717746633073E+0
46.000000000000085E+0	9.178719785455527E+0	69.341770011763387E+0
47.000000000000085E+0	2.678317788773442E+0	56.956953696660186E+0
48.000000000000085E+0	1.252677980707964E+0	23.786826922590066E+0
49.000000000000085E+0	588.042230009775400E-3	19.565450442885187E+0
50.000000000000085E+0	3.952324115751212E+0	74.393026074510743E+0
51.000000000000085E+0	2.850493598737277E+0	104.514585543526210E+0
52.000000000000085E+0	2.447586396499880E+0	57.725387648261631E+0
53.000000000000085E+0	1.370578390391633E+0	27.927590419324581E+0
54.000000000000085E+0	2.771752649851815E+0	64.789000221476698E+0
55.000000000000085E+0	2.218821319235816E+0	93.932213523857200E+0
56.000000000000085E+0	2.452915495641782E+0	101.034045748144510E+0
57.000000000000085E+0	1.390474460050559E+0	65.373503923969608E+0
58.000000000000085E+0	441.081106540928410E-3	19.938961909286526E+0
59.000000000000085E+0	1.356084417001860E+0	94.489320724186314E+0
60.000000000000085E+0	1.539433525268357E+0	191.462168650506670E+0
61.000000000000085E+0	957.724028282607390E-3	118.402311330149770E+0
62.000000000000085E+0	198.470824220421390E-3	48.211527898463181E+0
63.000000000000085E+0	1.123266454660719E+0	148.253028787555080E+0
64.000000000000085E+0	2.448347259925893E+0	231.011695851485600E+0
65.000000000000085E+0	5.129893502134743E+0	329.933380141882540E+0
66.000000000000085E+0	7.808804198618854E+0	335.271820928134390E+0
67.000000000000085E+0	3.696879352835145E+0	102.616271664816930E+0
68.000000000000085E+0	3.005905644216082E+0	134.691295526757270E+0
69.000000000000085E+0	10.714492699662392E+0	372.022736034948480E+0
70.000000000000085E+0	11.491313840744706E+0	335.061215360789900E+0
71.000000000000085E+0	4.482677747212397E+0	106.865092091796670E+0
72.000000000000085E+0	3.905827915358887E+0	107.585811820207100E+0
73.000000000000085E+0	10.039964566262352E+0	268.359682255223280E+0
74.000000000000085E+0	11.279982511078416E+0	265.140567611479980E+0
75.000000000000085E+0	11.693549036802096E+0	248.769996759205010E+0
76.000000000000085E+0	11.221619975139900E+0	182.825707583337650E+0
77.000000000000085E+0	8.128753579747411E+0	71.307465399018923E+0
78.000000000000085E+0	31.978200980522637E+0	339.818433879904770E+0
79.000000000000085E+0	40.497932221966366E+0	384.046837589250910E+0
80.000000000000085E+0	14.287346429342232E+0	107.671936256948730E+0
81.000000000000085E+0	9.920092508083307E+0	57.242891211658446E+0
82.000000000000085E+0	25.176564781122391E+0	132.930001971509200E+0
83.000000000000085E+0	38.058195302986277E+0	189.423857827926980E+0
84.000000000000085E+0	25.091183224625635E+0	123.154736658979960E+0
85.000000000000085E+0	13.431403398323710E+0	52.665997164744297E+0
86.000000000000085E+0	7.996715083987705E+0	43.258526551739777E+0
87.000000000000085E+0	10.254096488261265E+0	63.521352841299446E+0
88.000000000000085E+0	41.887000361628580E+0	254.751377130574670E+0
89.000000000000085E+0	26.812041547523194E+0	180.550071546927280E+0
90.000000000000085E+0	2.041416982154857E+0	2.301253938738312E+0
91.000000000000085E+0	4.949400910653535E+0	84.561132889610050E+0
92.000000000000085E+0	7.020338213616862E+0	116.664222324197950E+0
93.000000000000085E+0	4.484147408660578E+0	66.583382240786136E+0
94.000000000000085E+0	3.344119765221781E+0	57.043896457971641E+0
95.000000000000085E+0	1.353768309158448E+0	26.759060629828014E+0
96.000000000000085E+0	81.517810149574599E-3	24.684971234859784E+0
97.000000000000085E+0	853.671301037697280E-3	107.789940014745380E+0
98.000000000000085E+0	1.295006919228205E+0	102.784798311212210E+0
99.000000000000085E+0	537.484576762258690E-3	38.269088563451710E+0
