Freq (Hz)	accelerometre (V^2 )	source
source
source(V^2 )
10.000000000000020E+0	9.058801993676346E-3	152.172426726707250E-3
11.000000000000021E+0	6.255335835635457E-3	297.982065777997740E-3
12.000000000000023E+0	7.371055063158041E-3	756.847517180843750E-3
13.000000000000025E+0	5.845771338639146E-3	848.322224276700560E-3
14.000000000000027E+0	2.182428618562043E-3	1.581866978133947E+0
15.000000000000028E+0	770.256935367855850E-6	2.127681172518753E+0
16.000000000000032E+0	1.265272066502061E-3	2.633241081159464E+0
17.000000000000036E+0	14.378131949619271E-3	3.785473672341079E+0
18.000000000000039E+0	11.779033136804198E-3	4.142835321803345E+0
19.000000000000043E+0	17.612921589381856E-3	4.051526389085597E+0
20.000000000000046E+0	51.682620653254983E-3	5.114506900568248E+0
21.000000000000050E+0	55.857343209455609E-3	6.738387406088151E+0
22.000000000000053E+0	134.975629413802640E-3	8.072112022146296E+0
23.000000000000057E+0	313.125413838294010E-3	9.706685229891074E+0
24.000000000000060E+0	558.509051165308580E-3	12.623548777498693E+0
25.000000000000064E+0	1.852939713238847E+0	21.433109838832372E+0
26.000000000000067E+0	4.179469030518453E+0	34.461140045105878E+0
27.000000000000071E+0	2.697322157607368E+0	24.000615971609715E+0
28.000000000000075E+0	3.297549701802394E+0	23.027626153557740E+0
29.000000000000078E+0	1.786568320148167E+0	14.161603763446067E+0
30.000000000000082E+0	1.071417978489564E+0	11.500434433105578E+0
31.000000000000085E+0	1.857782427364469E+0	21.112661794852134E+0
32.000000000000085E+0	752.892626221220440E-3	31.155636033554238E+0
33.000000000000085E+0	411.400490298206020E-3	29.916527157352583E+0
34.000000000000085E+0	82.183000516903942E-3	19.157000164259554E+0
35.000000000000085E+0	2.368532654975540E-3	14.928495269515306E+0
36.000000000000085E+0	131.637700041331430E-3	28.034314335921501E+0
37.000000000000085E+0	760.754388390526000E-3	47.848989148732002E+0
38.000000000000085E+0	394.286852488539060E-3	33.318811466325073E+0
39.000000000000085E+0	108.491959222369760E-3	14.816957698689944E+0
40.000000000000085E+0	468.980583341850280E-3	26.207605000584333E+0
41.000000000000085E+0	2.022344325683671E+0	58.155992632840459E+0
42.000000000000085E+0	2.976475061585395E+0	56.616584664968641E+0
43.000000000000085E+0	2.848769930397282E+0	25.718517924183708E+0
44.000000000000085E+0	3.042738395561819E+0	16.311152470182400E+0
45.000000000000085E+0	4.906013584199606E+0	41.541291431135775E+0
46.000000000000085E+0	2.602492156909104E+0	70.041609170140447E+0
47.000000000000085E+0	1.857237930822773E+0	58.787434303074953E+0
48.000000000000085E+0	1.315349124405794E+0	29.125381565388771E+0
49.000000000000085E+0	349.405330867862850E-3	23.894454713672882E+0
50.000000000000085E+0	1.697501341213896E+0	80.265834624559503E+0
51.000000000000085E+0	2.721041556225255E+0	114.992951615695050E+0
52.000000000000085E+0	1.376660092531948E+0	58.215583941383670E+0
53.000000000000085E+0	923.646137877555120E-3	30.039473721112461E+0
54.000000000000085E+0	2.367614099589574E+0	66.328171228321665E+0
55.000000000000085E+0	4.305311162550970E+0	80.412785952292978E+0
56.000000000000085E+0	5.469895806168646E+0	80.729844201093371E+0
57.000000000000085E+0	5.578412285432816E+0	55.522668754292603E+0
58.000000000000085E+0	2.729685627333759E+0	16.255292810170062E+0
59.000000000000085E+0	12.551107304389506E+0	95.387442636578868E+0
60.000000000000085E+0	24.693531325621066E+0	194.293765914254150E+0
61.000000000000085E+0	16.257924237812954E+0	117.135512014380500E+0
62.000000000000085E+0	10.737874314263703E+0	51.552112043481202E+0
63.000000000000085E+0	30.965112219951049E+0	162.187766646803710E+0
64.000000000000085E+0	41.297416586645618E+0	233.567880404703740E+0
65.000000000000085E+0	52.837092390575414E+0	305.518533082001230E+0
66.000000000000085E+0	35.262883433504371E+0	279.106237152372500E+0
67.000000000000085E+0	4.927024839064254E+0	75.880489538710393E+0
68.000000000000085E+0	14.312290237483358E+0	99.847602194219988E+0
69.000000000000085E+0	25.066614692272111E+0	275.396348517681590E+0
70.000000000000085E+0	13.297905109906688E+0	272.316889976187950E+0
71.000000000000085E+0	2.571865898030275E+0	100.893901477240480E+0
72.000000000000085E+0	1.097395500736195E+0	86.145678155346644E+0
73.000000000000085E+0	5.129974225942243E+0	241.208989302573940E+0
74.000000000000085E+0	4.868103825921017E+0	283.609808451213500E+0
75.000000000000085E+0	4.706187986874841E+0	293.390658013003080E+0
76.000000000000085E+0	3.923206899522584E+0	239.680093699132100E+0
77.000000000000085E+0	644.746859792857170E-3	121.826630227180000E+0
78.000000000000085E+0	3.807367501109874E+0	455.927362256189550E+0
79.000000000000085E+0	3.805202356725714E+0	489.576268932977090E+0
80.000000000000085E+0	942.297511491180240E-3	135.734828112026600E+0
81.000000000000085E+0	92.017348054513906E-3	74.998712001574447E+0
82.000000000000085E+0	362.319949588229050E-3	162.818477769156120E+0
83.000000000000085E+0	814.260279977053300E-3	216.945452682588270E+0
84.000000000000085E+0	572.333587591450250E-3	129.254681021978060E+0
85.000000000000085E+0	197.180312522828750E-3	48.935436619285220E+0
86.000000000000085E+0	136.392322151817460E-3	37.366726136875840E+0
87.000000000000085E+0	161.509007859606780E-3	37.675978962845150E+0
88.000000000000085E+0	1.234240387853989E+0	184.067728422903880E+0
89.000000000000085E+0	969.322784761723180E-3	146.522423150931730E+0
90.000000000000085E+0	46.363101748165679E-3	4.448543708915366E+0
91.000000000000085E+0	1.001430407929010E+0	55.600859501702438E+0
92.000000000000085E+0	1.826875656347231E+0	89.882364616060187E+0
93.000000000000085E+0	1.385835594003441E+0	53.115971470831631E+0
94.000000000000085E+0	1.610529534003015E+0	43.593833959584074E+0
95.000000000000085E+0	875.038837285429420E-3	21.164575294764358E+0
96.000000000000085E+0	840.422181399897660E-3	22.759982964333897E+0
97.000000000000085E+0	4.332509479097370E+0	94.525587596017914E+0
98.000000000000085E+0	3.404826871044849E+0	90.663833849000184E+0
99.000000000000085E+0	783.567447153322830E-3	34.387953748873755E+0
