Freq (Hz)	accelerometre (V^2 )	source
source
source(V^2 )
10.000000000000020E+0	378.928014108146350E-6	138.644533533173960E-3
11.000000000000021E+0	1.581042851414662E-3	289.760108828164830E-3
12.000000000000023E+0	1.087333036852394E-3	727.550527753249910E-3
13.000000000000025E+0	1.015128488106271E-3	782.358177373870030E-3
14.000000000000027E+0	6.085460592685396E-3	1.412480813471807E+0
15.000000000000028E+0	8.547207580514407E-3	2.010214226739666E+0
16.000000000000032E+0	1.788127087852377E-3	2.403135160917909E+0
17.000000000000036E+0	1.384644124081214E-3	3.595089007937234E+0
18.000000000000039E+0	4.769855116020754E-3	3.862737197422196E+0
19.000000000000043E+0	26.898578343945229E-3	3.758292195202047E+0
20.000000000000046E+0	13.532778045771954E-3	4.658743916687401E+0
21.000000000000050E+0	24.639649506555499E-3	6.549396086243078E+0
22.000000000000053E+0	49.858188529657350E-3	7.488790192845973E+0
23.000000000000057E+0	137.985493660681080E-3	8.507276840351683E+0
24.000000000000060E+0	279.730467063223520E-3	12.098197998635996E+0
25.000000000000064E+0	573.184006856410350E-3	17.640180015456430E+0
26.000000000000067E+0	1.816512231475512E+0	31.980160084454106E+0
27.000000000000071E+0	1.421338558524869E+0	25.727818483780101E+0
28.000000000000075E+0	1.778311365833567E+0	25.035034933939190E+0
29.000000000000078E+0	1.351070427486584E+0	14.931672841666629E+0
30.000000000000082E+0	968.940590338778880E-3	10.976998695331300E+0
31.000000000000085E+0	1.987510936882899E+0	15.673632307036371E+0
32.000000000000085E+0	1.952397402217003E+0	24.736371649273941E+0
33.000000000000085E+0	852.283101920513710E-3	26.352786213434967E+0
34.000000000000085E+0	55.956908792693535E-3	16.900749380085678E+0
35.000000000000085E+0	22.719819616912450E-3	13.696869149851864E+0
36.000000000000085E+0	12.041744106050268E-3	26.156397453863953E+0
37.000000000000085E+0	30.617812757289652E-3	43.155853184878204E+0
38.000000000000085E+0	8.246775742095262E-3	34.752340889983152E+0
39.000000000000085E+0	35.339250433772777E-3	15.567095561669813E+0
40.000000000000085E+0	101.830649843491410E-3	26.742816071945857E+0
41.000000000000085E+0	317.516633248497660E-3	59.381807695057049E+0
42.000000000000085E+0	827.925464016437070E-3	58.571257504625166E+0
43.000000000000085E+0	652.416440590687370E-3	26.004257892772451E+0
44.000000000000085E+0	653.643587116190640E-3	15.754319947532903E+0
45.000000000000085E+0	1.134872770366500E+0	38.140757769275517E+0
46.000000000000085E+0	227.353831961620400E-3	62.334462437041871E+0
47.000000000000085E+0	723.664725912155140E-3	53.998815579552925E+0
48.000000000000085E+0	589.343198970891050E-3	23.773319486609932E+0
49.000000000000085E+0	735.281666850426170E-3	19.889557556696626E+0
50.000000000000085E+0	1.052507110926879E+0	70.715307235173441E+0
51.000000000000085E+0	2.123385264696624E+0	101.402780566874720E+0
52.000000000000085E+0	1.673257685743823E+0	52.030175801473163E+0
53.000000000000085E+0	1.688835192983169E+0	27.040365293933387E+0
54.000000000000085E+0	3.626159040066088E+0	56.431447981010727E+0
55.000000000000085E+0	5.550800777772118E+0	72.470236852744023E+0
56.000000000000085E+0	8.904646282394941E+0	81.256272676832722E+0
57.000000000000085E+0	6.862938138925299E+0	53.069776851239268E+0
58.000000000000085E+0	3.188162885771836E+0	16.581002471127238E+0
59.000000000000085E+0	14.033647341307660E+0	89.367800665879244E+0
60.000000000000085E+0	24.620009626859613E+0	187.575332879844920E+0
61.000000000000085E+0	14.671854154388100E+0	121.832283807178330E+0
62.000000000000085E+0	9.934152087248041E+0	52.777441133228613E+0
63.000000000000085E+0	27.419167330374488E+0	169.359246669088630E+0
64.000000000000085E+0	37.019485968362503E+0	246.412771384551430E+0
65.000000000000085E+0	44.215535644966181E+0	318.787579294970670E+0
66.000000000000085E+0	30.297123549384565E+0	307.403241046200040E+0
67.000000000000085E+0	5.134559812708008E+0	72.484356494718966E+0
68.000000000000085E+0	12.107193044579109E+0	97.206556352191370E+0
69.000000000000085E+0	22.921752134629791E+0	288.751150658855120E+0
70.000000000000085E+0	12.600462287729167E+0	287.051131187002000E+0
71.000000000000085E+0	1.809233870398143E+0	102.942534145979240E+0
72.000000000000085E+0	5.667998078241338E+0	89.276972278402439E+0
73.000000000000085E+0	5.360170903272993E+0	257.762561842335290E+0
74.000000000000085E+0	5.450885514316019E+0	298.284177517341560E+0
75.000000000000085E+0	8.176294841471639E+0	293.415685496403510E+0
76.000000000000085E+0	11.068818829758225E+0	226.847565795944010E+0
77.000000000000085E+0	7.563715580375775E+0	111.686281198637670E+0
78.000000000000085E+0	26.004414230599785E+0	440.317786656184920E+0
79.000000000000085E+0	27.974483714523245E+0	473.992517714194830E+0
80.000000000000085E+0	6.433758099550649E+0	118.267991812634450E+0
81.000000000000085E+0	4.120789534918766E+0	58.600939505485371E+0
82.000000000000085E+0	10.025895350558361E+0	132.807726579884330E+0
83.000000000000085E+0	17.606014602672094E+0	191.578134526508620E+0
84.000000000000085E+0	11.927187823663155E+0	119.280912534146300E+0
85.000000000000085E+0	5.077683817522059E+0	44.792358547230677E+0
86.000000000000085E+0	4.072582228927223E+0	34.594696369479934E+0
87.000000000000085E+0	3.188635080005789E+0	31.669878814798988E+0
88.000000000000085E+0	22.783674237493081E+0	163.364835586572270E+0
89.000000000000085E+0	21.782573654513399E+0	135.311856581755190E+0
90.000000000000085E+0	769.790598773374190E-3	4.473267937616085E+0
91.000000000000085E+0	9.700118987169713E+0	50.142801681877145E+0
92.000000000000085E+0	14.122952436404333E+0	84.381222199852544E+0
93.000000000000085E+0	9.334028375821108E+0	50.674053093147720E+0
94.000000000000085E+0	8.756679041430049E+0	42.656311507560716E+0
95.000000000000085E+0	3.497187868885570E+0	21.253143655741368E+0
96.000000000000085E+0	5.655285256094844E+0	21.255624323240916E+0
97.000000000000085E+0	21.406809733203154E+0	88.711122889517838E+0
98.000000000000085E+0	16.912250966257158E+0	86.950403774999202E+0
99.000000000000085E+0	5.747615122974110E+0	33.781626096130402E+0
